,hue,performance,model,dataset_name,level,repeat,seed,use_train_data
63,test_performance_singlemodelFalse,0.9937730453758749,XGBoostModel,3,3,5,44,True
64,test_performance_singlemodelFalse,0.9962782501818547,XTModel,3,3,5,44,True
65,test_performance_singlemodelFalse,0.9949895903880402,RFModel,3,3,5,44,True
66,test_performance_singlemodelFalse,0.9949895903880402,TabularNeuralNetModel,3,3,5,44,True
67,test_performance_singlemodelFalse,0.9949895903880402,LinearModel,3,3,5,44,True
68,test_performance_singlemodelFalse,0.9949895903880402,LGBModel,3,3,5,44,True
69,test_performance_singlemodelFalse,0.9949895903880402,CatBoostModel,3,3,5,44,True
70,test_performance_singlemodelFalse,0.9937009305942258,XGBoostModel,3,4,5,44,True
71,test_performance_singlemodelFalse,0.9937009305942258,XTModel,3,4,5,44,True
72,test_performance_singlemodelFalse,0.9937009305942258,RFModel,3,4,5,44,True
73,test_performance_singlemodelFalse,0.9962782501818547,TabularNeuralNetModel,3,4,5,44,True
74,test_performance_singlemodelFalse,0.9962782501818547,LinearModel,3,4,5,44,True
75,test_performance_singlemodelFalse,0.988762635763915,LGBModel,3,4,5,44,True
76,test_performance_singlemodelFalse,0.9937009305942258,CatBoostModel,3,4,5,44,True
77,test_performance_singlemodelFalse,0.9962782501818547,XGBoostModel,3,5,5,44,True
78,test_performance_singlemodelFalse,0.9924122708004114,XTModel,3,5,5,44,True
79,test_performance_singlemodelFalse,0.9937009305942258,RFModel,3,5,5,44,True
80,test_performance_singlemodelFalse,0.9937009305942258,TabularNeuralNetModel,3,5,5,44,True
81,test_performance_singlemodelFalse,0.9937009305942258,LinearModel,3,5,5,44,True
82,test_performance_singlemodelFalse,0.9924843855820604,LGBModel,3,5,5,44,True
83,test_performance_singlemodelFalse,0.9937009305942258,CatBoostModel,3,5,5,44,True
84,test_performance_singlemodelTrue,0.9949174756063912,XGBoostModel,3,0,10,44,True
85,test_performance_singlemodelTrue,0.9922680412371134,XTModel,3,0,10,44,True
86,test_performance_singlemodelTrue,0.9910514962249479,RFModel,3,0,10,44,True
87,test_performance_singlemodelTrue,0.9949895903880402,TabularNeuralNetModel,3,0,10,44,True
88,test_performance_singlemodelTrue,0.9627103870368976,LinearModel,3,0,10,44,True
89,test_performance_singlemodelTrue,0.9937009305942258,LGBModel,3,0,10,44,True
90,test_performance_singlemodelTrue,0.9975669099756691,CatBoostModel,3,0,10,44,True
91,test_performance_singlemodelTrue,0.9937009305942258,XGBoostModel,3,1,10,44,True
92,test_performance_singlemodelTrue,0.9922680412371134,XTModel,3,1,10,44,True
93,test_performance_singlemodelTrue,0.9922680412371134,RFModel,3,1,10,44,True
94,test_performance_singlemodelTrue,0.9962061354002056,TabularNeuralNetModel,3,1,10,44,True
95,test_performance_singlemodelTrue,0.9627103870368976,LinearModel,3,1,10,44,True
96,test_performance_singlemodelTrue,0.9962061354002056,LGBModel,3,1,10,44,True
97,test_performance_singlemodelTrue,0.9975669099756691,CatBoostModel,3,1,10,44,True
98,test_performance_singlemodelTrue,0.9924122708004114,XGBoostModel,3,2,10,44,True
99,test_performance_singlemodelTrue,0.9922680412371134,XTModel,3,2,10,44,True
100,test_performance_singlemodelTrue,0.9922680412371134,RFModel,3,2,10,44,True
101,test_performance_singlemodelTrue,0.9962061354002056,TabularNeuralNetModel,3,2,10,44,True
102,test_performance_singlemodelTrue,0.9627103870368976,LinearModel,3,2,10,44,True
103,test_performance_singlemodelTrue,0.9924122708004114,LGBModel,3,2,10,44,True
104,test_performance_singlemodelTrue,0.9975669099756691,CatBoostModel,3,2,10,44,True
105,test_performance_singlemodelTrue,0.9924122708004114,XGBoostModel,3,3,10,44,True
106,test_performance_singlemodelTrue,0.9922680412371134,XTModel,3,3,10,44,True
107,test_performance_singlemodelTrue,0.9922680412371134,RFModel,3,3,10,44,True
108,test_performance_singlemodelTrue,0.9962061354002056,TabularNeuralNetModel,3,3,10,44,True
109,test_performance_singlemodelTrue,0.9627103870368976,LinearModel,3,3,10,44,True
110,test_performance_singlemodelTrue,0.9949174756063912,LGBModel,3,3,10,44,True
111,test_performance_singlemodelTrue,0.9975669099756691,CatBoostModel,3,3,10,44,True
112,test_performance_singlemodelTrue,0.9924122708004114,XGBoostModel,3,4,10,44,True
113,test_performance_singlemodelTrue,0.9922680412371134,XTModel,3,4,10,44,True
114,test_performance_singlemodelTrue,0.9922680412371134,RFModel,3,4,10,44,True
115,test_performance_singlemodelTrue,0.9962061354002056,TabularNeuralNetModel,3,4,10,44,True
116,test_performance_singlemodelTrue,0.9627103870368976,LinearModel,3,4,10,44,True
117,test_performance_singlemodelTrue,0.9924122708004114,LGBModel,3,4,10,44,True
118,test_performance_singlemodelTrue,0.9975669099756691,CatBoostModel,3,4,10,44,True
119,test_performance_singlemodelTrue,0.9924122708004114,XGBoostModel,3,5,10,44,True
120,test_performance_singlemodelTrue,0.9922680412371134,XTModel,3,5,10,44,True
121,test_performance_singlemodelTrue,0.9922680412371134,RFModel,3,5,10,44,True
122,test_performance_singlemodelTrue,0.9962061354002056,TabularNeuralNetModel,3,5,10,44,True
123,test_performance_singlemodelTrue,0.9627103870368976,LinearModel,3,5,10,44,True
124,test_performance_singlemodelTrue,0.9949174756063912,LGBModel,3,5,10,44,True
125,test_performance_singlemodelTrue,0.9975669099756691,CatBoostModel,3,5,10,44,True
126,test_performance_singlemodelFalse,0.9949174756063912,XGBoostModel,3,0,10,44,True
127,test_performance_singlemodelFalse,0.9922680412371134,XTModel,3,0,10,44,True
128,test_performance_singlemodelFalse,0.9910514962249479,RFModel,3,0,10,44,True
129,test_performance_singlemodelFalse,0.9937730453758749,TabularNeuralNetModel,3,0,10,44,True
130,test_performance_singlemodelFalse,0.9627103870368976,LinearModel,3,0,10,44,True
131,test_performance_singlemodelFalse,0.9937009305942258,LGBModel,3,0,10,44,True
132,test_performance_singlemodelFalse,0.9975669099756691,CatBoostModel,3,0,10,44,True
133,test_performance_singlemodelFalse,0.9975669099756691,XGBoostModel,3,1,10,44,True
134,test_performance_singlemodelFalse,0.9962061354002056,XTModel,3,1,10,44,True
135,test_performance_singlemodelFalse,0.9962061354002056,RFModel,3,1,10,44,True
136,test_performance_singlemodelFalse,0.9962061354002056,TabularNeuralNetModel,3,1,10,44,True
137,test_performance_singlemodelFalse,0.9962782501818547,LinearModel,3,1,10,44,True
138,test_performance_singlemodelFalse,0.9950617051696893,LGBModel,3,1,10,44,True
139,test_performance_singlemodelFalse,0.9962061354002056,CatBoostModel,3,1,10,44,True
140,test_performance_singlemodelFalse,0.9949895903880402,XGBoostModel,3,2,10,44,True
141,test_performance_singlemodelFalse,0.9924122708004114,XTModel,3,2,10,44,True
142,test_performance_singlemodelFalse,0.9937009305942258,RFModel,3,2,10,44,True
143,test_performance_singlemodelFalse,0.9949895903880402,TabularNeuralNetModel,3,2,10,44,True
144,test_performance_singlemodelFalse,0.9949895903880402,LinearModel,3,2,10,44,True
145,test_performance_singlemodelFalse,0.991195725788246,LGBModel,3,2,10,44,True
146,test_performance_singlemodelFalse,0.9962782501818547,CatBoostModel,3,2,10,44,True
147,test_performance_singlemodelFalse,0.9925565003637093,XGBoostModel,3,3,10,44,True
148,test_performance_singlemodelFalse,0.9924122708004114,XTModel,3,3,10,44,True
149,test_performance_singlemodelFalse,0.9924122708004114,RFModel,3,3,10,44,True
150,test_performance_singlemodelFalse,0.9949895903880402,TabularNeuralNetModel,3,3,10,44,True
151,test_performance_singlemodelFalse,0.9949895903880402,LinearModel,3,3,10,44,True
152,test_performance_singlemodelFalse,0.9914120701331929,LGBModel,3,3,10,44,True
153,test_performance_singlemodelFalse,0.9924122708004114,CatBoostModel,3,3,10,44,True
154,test_performance_singlemodelFalse,0.9924122708004114,XGBoostModel,3,4,10,44,True
155,test_performance_singlemodelFalse,0.991123611006597,XTModel,3,4,10,44,True
156,test_performance_singlemodelFalse,0.991123611006597,RFModel,3,4,10,44,True
157,test_performance_singlemodelFalse,0.9949895903880402,TabularNeuralNetModel,3,4,10,44,True
158,test_performance_singlemodelFalse,0.9949895903880402,LinearModel,3,4,10,44,True
159,test_performance_singlemodelFalse,0.991195725788246,LGBModel,3,4,10,44,True
160,test_performance_singlemodelFalse,0.9924122708004114,CatBoostModel,3,4,10,44,True
161,test_performance_singlemodelFalse,0.991123611006597,XGBoostModel,3,5,10,44,True
162,test_performance_singlemodelFalse,0.991123611006597,XTModel,3,5,10,44,True
163,test_performance_singlemodelFalse,0.991123611006597,RFModel,3,5,10,44,True
164,test_performance_singlemodelFalse,0.991123611006597,TabularNeuralNetModel,3,5,10,44,True
165,test_performance_singlemodelFalse,0.991123611006597,LinearModel,3,5,10,44,True
166,test_performance_singlemodelFalse,0.988762635763915,LGBModel,3,5,10,44,True
167,test_performance_singlemodelFalse,0.9924122708004114,CatBoostModel,3,5,10,44,True
