,Timestamp,single_best_optimization_score,single_best_test_score,single_best_train_score,task_x,fold_x,framework_x,ensemble_optimization_score,ensemble_test_score,task_y,fold_y,framework_y
123,2021-01-01 20:44:40.000,0.3428426564019784,0.331547619047619,0.3584065038412605,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
124,2021-01-01 20:44:44.000,0.615805757331181,0.7185064935064935,0.7429520056517909,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
125,2021-01-01 20:44:48.000,0.7252726557811303,0.7314935064935064,0.7848530167351732,vehicle,0.0,autosklearn,0.8671550672,0.7770021645,vehicle,0.0,autosklearn
126,2021-01-01 20:44:53.242,0.7252726557811303,0.7314935064935064,0.7848530167351732,vehicle,0.0,autosklearn,0.867032967,0.7883658009,vehicle,0.0,autosklearn
127,2021-01-01 20:44:55.000,0.24552472010099136,0.21120129870129867,0.4732398555245645,vehicle,0.0,autosklearn,0.867032967,0.7883658009,vehicle,0.0,autosklearn
128,2021-01-01 20:44:57.000,0.427897808406283,0.46904761904761905,0.480454911063809,vehicle,0.0,autosklearn,0.867032967,0.7883658009,vehicle,0.0,autosklearn
129,2021-01-01 20:45:01.000,0.6251847023033464,0.6162337662337662,0.692979148316696,vehicle,0.0,autosklearn,0.867032967,0.7883658009,vehicle,0.0,autosklearn
130,2021-01-01 20:50:25.000,0.8438091099108048,0.8002705627705629,0.9942007211538462,vehicle,0.0,autosklearn,0.867032967,0.7883658009,vehicle,0.0,autosklearn
131,2021-01-01 20:50:30.154,0.8438091099108048,0.8002705627705629,0.9942007211538462,vehicle,0.0,autosklearn,0.8631868132,0.7883658009,vehicle,0.0,autosklearn
132,2021-01-01 20:50:32.000,0.7842356325407173,0.811038961038961,0.8565043764679976,vehicle,0.0,autosklearn,0.8631868132,0.7883658009,vehicle,0.0,autosklearn
133,2021-01-01 20:50:39.457,0.7842356325407173,0.811038961038961,0.8565043764679976,vehicle,0.0,autosklearn,0.8630647131,0.7883658009,vehicle,0.0,autosklearn
134,2021-01-01 20:50:42.000,0.8084611245628195,0.7775432900432901,0.8954753559894304,vehicle,0.0,autosklearn,0.8630647131,0.7883658009,vehicle,0.0,autosklearn
135,2021-01-01 20:50:46.000,0.7418306740340639,0.7764069264069263,1.0,vehicle,0.0,autosklearn,0.8630647131,0.7883658009,vehicle,0.0,autosklearn
136,2021-01-01 20:50:50.819,0.7418306740340639,0.7764069264069263,1.0,vehicle,0.0,autosklearn,0.8672771673,0.7883658009,vehicle,0.0,autosklearn
137,2021-01-01 20:50:53.000,0.759822851348275,0.7974025974025973,0.8466192472842043,vehicle,0.0,autosklearn,0.8672771673,0.7883658009,vehicle,0.0,autosklearn
138,2021-01-01 20:50:55.000,0.6465656753792347,0.6615800865800865,0.7934200063613231,vehicle,0.0,autosklearn,0.8672771673,0.7883658009,vehicle,0.0,autosklearn
139,2021-01-01 20:50:59.574,0.6465656753792347,0.6615800865800865,0.7934200063613231,vehicle,0.0,autosklearn,0.8672771673,0.7883658009,vehicle,0.0,autosklearn
140,2021-01-01 20:51:02.000,0.787812752219532,0.6833333333333333,0.9942007211538462,vehicle,0.0,autosklearn,0.8672771673,0.7883658009,vehicle,0.0,autosklearn
141,2021-01-01 20:51:04.000,0.24873346991991063,0.2928571428571429,0.46268854594832654,vehicle,0.0,autosklearn,0.8672771673,0.7883658009,vehicle,0.0,autosklearn
142,2021-01-01 20:51:08.922,0.24873346991991063,0.2928571428571429,0.46268854594832654,vehicle,0.0,autosklearn,0.8672771673,0.7997294372,vehicle,0.0,autosklearn
