,level_0,seed,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
33,33,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9961815105332628,inf
34,34,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9848003848003849,inf
35,35,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8487987012987013,0.864990611298394,inf
36,36,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8433786078098471,0.8752898550724637,inf
37,37,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9287023995364821,0.930625578339756,inf
38,38,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8443466349453272,0.84518413574829,inf
39,39,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9462962962962962,0.9619341563786008,inf
40,40,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
41,41,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7331821893414359,0.7289254608710507,inf
42,42,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9968241277520317,inf
43,43,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.987205387205387,inf
44,44,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8464177489177489,0.86604179334995,inf
45,45,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8460101867572156,0.8767391304347827,inf
46,46,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286475899996228,0.9306009902133541,inf
47,47,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8435572650397292,0.8457717758807008,inf
48,48,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9481481481481481,0.9621399176954732,inf
49,49,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7193039399965769,0.7125019657616714,inf
50,50,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7328424943801339,0.7288750258915447,inf
51,51,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9965392092445395,inf
52,52,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9856661856661857,inf
53,53,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8464177489177489,0.866009310772685,inf
54,54,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8401528013582343,0.8745652173913043,inf
55,55,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9285834743913949,0.9305409917057545,inf
56,56,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8446280366041441,0.8458974440548255,inf
57,57,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9462962962962962,0.9600823045267489,inf
58,58,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7201551738232761,0.7117870616002707,inf
59,59,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7330804846777771,0.7288563811214785,inf
60,60,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9963270709408321,inf
61,61,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9848003848003847,inf
62,62,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8486796536796536,0.8639311794798938,inf
63,63,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8433786078098471,0.8755072463768115,inf
64,64,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9287023995364821,0.930625578339756,inf
65,65,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8439601900546952,0.845203682201728,inf
66,66,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9462962962962962,0.9619341563786008,inf
67,67,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
68,68,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7329921688684794,0.7288667960425552,inf
69,69,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9967513475482471,inf
70,70,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9866281866281865,inf
71,71,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8462987012987012,0.8639176916083752,inf
72,72,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8401528013582343,0.8753623188405797,inf
73,73,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286809951317313,0.9305695775210324,inf
74,74,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.843706637127141,0.8458066976279358,inf
75,75,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9444444444444444,0.9598765432098766,inf
76,76,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7194822224862188,0.7127001320158756,inf
77,77,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.732637268043951,0.7288711915258792,inf
78,78,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9964726313484011,inf
79,79,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9860509860509861,inf
80,80,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8486796536796536,0.8683951926189717,inf
81,81,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8460101867572156,0.8747101449275363,inf
82,82,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.928654978986153,0.9305020862127715,inf
83,83,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8441758250260447,0.8458087986816027,inf
84,84,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9462962962962962,0.9588477366255143,inf
85,85,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7204300389833793,0.711575698746297,inf
86,86,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7331050383130148,0.728900363189313,inf
87,87,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9962542907370473,inf
88,88,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9847041847041847,inf
89,89,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8559415584415584,0.8633725202620169,inf
90,90,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8518675721561969,0.8844927536231884,inf
91,91,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
92,92,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8438036105834712,0.8447779304503943,inf
93,93,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9444444444444443,0.9646090534979421,inf
94,94,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
95,95,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7331448080285922,0.7289561884818132,inf
96,96,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9973691555364317,inf
97,97,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9878787878787879,0.9876863876863876,inf
98,98,0,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8393722943722943,0.8745851877516092,inf
99,99,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8492359932088285,0.8854347826086956,inf
100,100,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9285653832024894,0.9306199911540538,inf
101,101,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8437554085730616,0.8459453502814693,inf
102,102,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9462962962962962,0.9662551440329217,inf
103,103,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7190174706521184,0.7123945092376649,inf
104,104,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7331593902770398,0.7290796174254389,inf
105,105,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9956440061054362,0.9970238614404472,inf
106,106,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.9878787878787879,inf
107,107,0,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.855952380952381,0.8761519384909009,inf
108,108,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8486417657045839,0.8850724637681159,inf
109,109,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9285653832024894,0.9306199911540538,inf
110,110,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8449484761694446,0.8458191094651168,inf
111,111,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9462962962962962,0.9666666666666666,inf
112,112,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7201338586375247,0.7122744288149975,inf
113,113,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7326536167862774,0.7290959940033238,inf
114,114,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9973149822555853,inf
115,115,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.988071188071188,inf
116,116,0,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8392640692640692,0.8746134769524392,inf
117,117,0,bagging_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8401528013582343,0.8747101449275361,inf
118,118,0,bagging_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9005598135936687,0.9018064284589998,inf
119,119,0,bagging_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8287008771958926,0.8284192215317583,inf
120,120,0,bagging_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9481481481481481,0.9606995884773664,inf
121,121,0,bagging_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.6421604701387389,0.6398381016503759,inf
122,122,0,bagging_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7196343360463203,0.716473449996401,inf
123,123,0,bagging_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9964788336560473,inf
124,124,0,bagging_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.985858585858586,inf
125,125,0,bagging_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8462987012987012,0.8652509514437849,inf
126,0,1,None_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8454159592529711,0.8868115942028986,inf
127,1,1,None_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9277704556630748,0.929302374844308,inf
128,2,1,None_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8437872036981776,0.8460286740337573,inf
129,3,1,None_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9499999999999998,0.9674897119341563,inf
130,4,1,None_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7188820761062854,0.7124119114272851,inf
131,5,1,None_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.732913782529393,0.7291196404676396,inf
132,6,1,None_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9975457274822312,inf
133,7,1,None_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9904761904761905,0.9878787878787877,inf
134,8,1,None_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8648160173160173,0.8779199662864625,inf
135,9,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8486417657045842,0.8755072463768115,inf
136,10,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9278907619228576,0.9293096679398133,inf
137,11,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8438525474282151,0.84515615007011,inf
138,12,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9518518518518517,0.9613168724279835,inf
139,13,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
140,14,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7330933263953937,0.728900253484471,inf
141,15,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9972128380015389,inf
142,16,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9861471861471862,inf
143,17,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8577813852813853,0.8664833711177252,inf
144,18,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8544991511035652,0.876159420289855,inf
145,19,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.927802532237578,0.929242677447899,inf
146,20,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8438705704602583,0.8456864281783174,inf
147,21,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9518518518518517,0.959670781893004,inf
148,22,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7179980557520964,0.7124322872823683,inf
149,23,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.733083400847732,0.7288783427794705,inf
150,24,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9966119894483242,inf
151,25,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9854737854737856,inf
152,26,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8647077922077923,0.8627791572668684,inf
153,27,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8492359932088285,0.8737681159420291,inf
154,28,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.927886090116784,0.9292348836287179,inf
155,29,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8442807596212638,0.8458166559341315,inf
156,30,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9518518518518517,0.9600823045267488,inf
157,31,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.7197816712264818,0.7114100495023433,inf
158,32,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7329653248988369,0.7289163407419382,inf
159,33,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9964060534522627,inf
160,34,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9904761904761905,0.9849927849927852,inf
161,35,1,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8601623376623376,0.8662215910130131,inf
162,36,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8486417657045842,0.8753623188405797,inf
163,37,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9278907619228576,0.9293096679398133,inf
164,38,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8443564038823194,0.8450841569234596,inf
165,39,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9537037037037036,0.9606995884773661,inf
166,40,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.7063178932216051,0.6988909102243387,inf
167,41,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7330331002828239,0.728914481014732,inf
168,42,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9971400577977544,inf
169,43,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9859547859547859,inf
170,44,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8577813852813853,0.8657155803078155,inf
171,45,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8577249575551782,0.8743478260869566,inf
172,46,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9277597834933223,0.9292605090594981,inf
173,47,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8436380702486298,0.8457176969314244,inf
174,48,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9537037037037036,0.9592592592592591,inf
175,49,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.7192352520415765,0.7122968819667298,inf
176,50,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7325496301956052,0.728815442736911,inf
177,51,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9963998511446166,inf
178,52,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9913419913419913,0.9854737854737856,inf
179,53,1,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.86254329004329,0.8662227674848797,inf
