,fold,model,overfit,task,test,tool,train,val
215,0,best_ensemble_model,0.0,adult,0.8454032270688517,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8449606695835683,inf
216,1,best_ensemble_model,0.0,adult,0.8376276817424662,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8468890724219399,inf
217,2,best_ensemble_model,0.0,adult,0.8509214135098868,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8459736343368289,inf
218,3,best_ensemble_model,0.0,adult,0.8452950587610776,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8469699645147034,inf
219,4,best_ensemble_model,0.0,adult,0.8368311042953832,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8469680540389221,inf
220,0,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9557613168724279,inf
221,1,best_ensemble_model,0.0,cnae-9,0.9074074074074072,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9639917695473248,inf
222,2,best_ensemble_model,0.0,cnae-9,0.9629629629629628,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9598765432098764,inf
223,3,best_ensemble_model,0.0,cnae-9,0.8981481481481479,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.964165464165464,inf
224,4,best_ensemble_model,0.0,cnae-9,0.9166666666666666,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9588744588744588,inf
225,0,best_ensemble_model,0.0,connect-4,0.7457789404130949,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7486461797442346,inf
226,1,best_ensemble_model,0.0,connect-4,0.7523427757535263,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7478890843575557,inf
227,2,best_ensemble_model,0.0,connect-4,0.7614479232175938,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7466422352622241,inf
228,3,best_ensemble_model,0.0,connect-4,0.7549327122425625,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7498733915571658,inf
229,4,best_ensemble_model,0.0,connect-4,0.7579606601399856,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7479862395037685,inf
230,0,best_ensemble_model,0.0,higgs,0.730762394628305,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7333815807510904,inf
231,1,best_ensemble_model,0.0,higgs,0.7187827496184107,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7355725297253395,inf
232,2,best_ensemble_model,0.0,higgs,0.7321324677269769,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7312669227780205,inf
233,3,best_ensemble_model,0.0,higgs,0.7276910635433735,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7323574116965836,inf
234,4,best_ensemble_model,0.0,higgs,0.7331552040827145,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.7311098835367252,inf
235,0,best_ensemble_model,0.0,kr-vs-kp,0.9937380141677428,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9975767390204618,inf
236,1,best_ensemble_model,0.0,kr-vs-kp,0.9820359281437124,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.997150814925078,inf
237,2,best_ensemble_model,0.0,kr-vs-kp,0.9967320261437908,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9964850359636932,inf
238,3,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9957572339258476,inf
239,4,best_ensemble_model,0.0,kr-vs-kp,1.0,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.996848936982616,inf
240,0,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.988936988936989,inf
241,1,best_ensemble_model,0.0,segment,0.974025974025974,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.987012987012987,inf
242,2,best_ensemble_model,0.0,segment,0.9913419913419912,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.986050986050986,inf
243,3,best_ensemble_model,0.0,segment,0.987012987012987,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9874939874939876,inf
244,4,best_ensemble_model,0.0,segment,1.0,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.9898989898989898,inf
245,0,best_ensemble_model,0.0,vehicle,0.847943722943723,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8402245836810212,inf
246,1,best_ensemble_model,0.0,vehicle,0.8371212121212122,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8662617806557168,inf
247,2,best_ensemble_model,0.0,vehicle,0.8371212121212122,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8691218835950537,inf
248,3,best_ensemble_model,0.0,vehicle,0.8122294372294373,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.877906980441578,inf
249,4,best_ensemble_model,0.0,vehicle,0.8733766233766234,autosklearnHyperBandFolds_eta3_cv5_repeats1,0.8676525463410759,inf
