JobID|JobName|MaxRSS|Elapsed|MaxDiskRead|MaxDiskWrite|MaxRSS|MaxVMSize|MinCPU|TotalCPU
4720779.batch|batch|3069180K|00:38:49|5352.57M|1747.82M|3069180K|6391332K|00:11:50|44:32.241
4720780|autosklearnStacking_master_thesis_3600s1c8G_Australian_4||00:38:41||||||43:12.425
4720780.batch|batch|3149352K|00:38:41|5875.64M|2128.43M|3149352K|6387104K|00:10:26|43:12.425
4720781|autosklearnStacking_master_thesis_3600s1c8G_adult_1||01:01:45||||||42:14.645
4720781.batch|batch|3425492K|01:01:45|407.74M|128.93M|3425492K|8368372K|00:05:55|42:14.645
4720782|autosklearnStacking_master_thesis_3600s1c8G_adult_2||01:01:49||||||42:10.840
4720782.batch|batch|3355420K|01:01:49|407.76M|132.50M|3355420K|8297712K|00:06:16|42:10.840
4720783|autosklearnStacking_master_thesis_3600s1c8G_adult_3||01:01:44||||||42:46.051
4720783.batch|batch|3453516K|01:01:44|407.66M|132.14M|3453516K|8395164K|00:06:00|42:46.051
4720784|autosklearnStacking_master_thesis_3600s1c8G_adult_4||01:01:28||||||42:03.234
4720784.batch|batch|3277.50M|01:01:28|396.36M|132.06M|3277.50M|8297508K|00:06:15|42:03.234
4720785|autosklearnStacking_master_thesis_3600s1c8G_Albert_0||00:25:00||||||24:52.067
4720785.batch|batch|5268040K|00:25:00|3209.92M|513.43M|5268040K|8403700K|00:07:08|24:52.067
4720786|autosklearnStacking_master_thesis_3600s1c8G_Albert_1||00:25:05||||||24:52.434
4720786.batch|batch|5398852K|00:25:05|3209.83M|513.43M|5398852K|8394588K|00:07:03|24:52.434
4720787|autosklearnStacking_master_thesis_3600s1c8G_Albert_2||00:25:00||||||24:51.472
4720787.batch|batch|5313572K|00:25:00|3209.83M|513.43M|5313572K|8306736K|00:06:48|24:51.472
4720788|autosklearnStacking_master_thesis_3600s1c8G_Albert_3||00:24:57||||||24:50.101
4720788.batch|batch|5316008K|00:24:57|3209.84M|513.43M|5316008K|8308732K|00:06:49|24:50.101
4720789|autosklearnStacking_master_thesis_3600s1c8G_Albert_4||00:25:02||||||24:50.223
4720789.batch|batch|5307016K|00:25:02|3209.84M|513.43M|5307016K|8301200K|00:06:48|24:50.223
4911059|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0||01:01:03||||||02:00:23
4911059.batch|batch|4248516K|01:01:03|2046.44M|2062.86M|4248516K|9337688K|01:07:23|02:00:23
4911060|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1||01:00:10||||||01:59:30
4911060.batch|batch|3871412K|01:00:10|1050.33M|3113.77M|3871412K|9267052K|01:01:40|01:59:30
4911065|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2||01:01:30||||||02:01:01
4911065.batch|batch|3559116K|01:01:30|2517.10M|3005.32M|3559116K|8575720K|01:05:20|02:01:01
4911066|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3||01:01:35||||||02:01:03
4911066.batch|batch|3614076K|01:01:35|2494.78M|2547.44M|3614076K|8629952K|01:03:46|02:01:03
4911068|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4||01:01:27||||||02:00:59
4911068.batch|batch|4509416K|01:01:27|2566.88M|3101.40M|4509416K|9328228K|01:05:02|02:00:59
4911070|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_higgs_0||01:00:44||||||01:26:49
4911070.batch|batch|4368452K|01:00:44|727.92M|137.73M|4368452K|9387172K|00:30:55|01:26:49
4911073|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_higgs_1||01:00:51||||||01:26:52
4911073.batch|batch|4368712K|01:00:51|728.18M|137.77M|4368712K|9388504K|00:30:58|01:26:52
4911075|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_higgs_2||01:00:48||||||01:26:51
4911075.batch|batch|4369464K|01:00:48|728.07M|138.07M|4369464K|9534812K|00:30:56|01:26:51
4911077|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_higgs_3||01:00:47||||||01:26:52
4911077.batch|batch|4368716K|01:00:47|728.08M|138.03M|4368716K|9386808K|00:31:03|01:26:52
4911078|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_higgs_4||01:00:49||||||01:26:51
4911078.batch|batch|4368484K|01:00:49|728.10M|138.00M|4368484K|9387316K|00:31:00|01:26:51
4911080|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0||01:01:44||||||01:58:25
4911080.batch|batch|3851956K|01:01:44|1016.80M|1076.86M|3851956K|8893636K|00:58:43|01:58:25
4911082|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1||01:01:09||||||01:57:25
4911082.batch|batch|4238544K|01:01:09|857.45M|848.87M|4238544K|9312600K|00:58:34|01:57:25
4911084|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:42||||||01:57:04
4911084.batch|batch|3957360K|01:00:42|821.37M|914.13M|3957360K|9167484K|00:59:08|01:57:04
4911085|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:21||||||01:56:50
4911085.batch|batch|3796M|01:00:21|177.59M|1647.15M|3796M|8967340K|01:00:24|01:56:50
4911086|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:35||||||01:56:49
4911086.batch|batch|4089612K|01:00:35|784.18M|1442.10M|4089612K|9174652K|00:59:38|01:56:49
4911088|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_0||01:00:21||||||01:59:32
4911088.batch|batch|3984476K|01:00:21|221.59M|2101.23M|3984476K|9018728K|01:17:16|01:59:32
4911089|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_1||01:00:08||||||01:53:48
4911089.batch|batch|3365360K|01:00:08|93.04M|4030.69M|3365360K|8400180K|00:59:52|01:53:48
4911091|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_2||01:00:14||||||01:59:26
4911091.batch|batch|3643640K|01:00:14|212.98M|2001.75M|3643640K|8679600K|01:14:22|01:59:26
4911092|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_3||01:00:14||||||01:59:29
4911092.batch|batch|3430644K|01:00:14|268.00M|3074.74M|3430644K|8688100K|01:20:02|01:59:29
4911096|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_4||01:00:20||||||01:59:33
4911096.batch|batch|3537800K|01:00:20|216.14M|2184.57M|3537800K|8646020K|01:13:20|01:59:33
4911098|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0||01:00:19||||||01:23:23
4911098.batch|batch|4635132K|01:00:19|1466.42M|159.34M|4635132K|9671376K|00:25:05|01:23:23
4911101|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1||01:00:19||||||01:22:52
4911101.batch|batch|4714980K|01:00:19|1466.14M|159.37M|4714980K|9751668K|00:24:54|01:22:52
4911104|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2||01:00:15||||||01:23:23
4911104.batch|batch|4710572K|01:00:15|1466.35M|159.38M|4710572K|9820800K|00:25:27|01:23:23
4911105|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3||01:00:11||||||01:23:07
4911105.batch|batch|4630584K|01:00:11|1466.33M|159.38M|4630584K|9747700K|00:25:21|01:23:07
4911107|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4||01:00:15||||||01:22:24
4911107.batch|batch|4710500K|01:00:15|1466.36M|159.32M|4710500K|9747364K|00:25:23|01:22:24
4911109|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_0||01:01:11||||||01:51:14
4911109.batch|batch|4568112K|01:01:11|832.15M|178.92M|4568112K|9645860K|00:52:55|01:51:14
4911111|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_1||01:01:10||||||01:51:08
4911111.batch|batch|4244632K|01:01:10|832.98M|179.68M|4244632K|9456076K|00:52:46|01:51:08
4911112|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_2||01:01:07||||||01:50:34
4911112.batch|batch|4278468K|01:01:07|833.26M|181.58M|4278468K|9486452K|00:52:53|01:50:34
4911113|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_3||01:01:14||||||01:49:58
4911113.batch|batch|4335324K|01:01:14|834.69M|180.43M|4335324K|9412992K|00:52:53|01:49:58
4911116|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_4||01:01:13||||||01:51:06
4911116.batch|batch|4579876K|01:01:13|832.91M|181.66M|4579876K|9660812K|00:52:18|01:51:06
4911117|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_segment_0||01:01:38||||||02:00:44
4911117.batch|batch|4065308K|01:01:38|1014.36M|1929.04M|4065308K|9185248K|01:05:18|02:00:44
4911120|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_segment_1||01:01:25||||||02:00:29
4911120.batch|batch|3919824K|01:01:25|1078.63M|1823.39M|3919824K|8968504K|01:05:49|02:00:29
4911123|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_segment_2||01:01:43||||||02:00:36
4911123.batch|batch|4097832K|01:01:43|1008.42M|1602.76M|4097832K|9143252K|01:04:41|02:00:36
4911125|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_segment_3||01:02:01||||||02:00:58
4911125.batch|batch|4232764K|01:02:01|961.09M|1887.67M|4232764K|9283368K|01:02:07|02:00:58
4911127|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_segment_4||01:01:19||||||02:00:27
4911127.batch|batch|4244388K|01:01:19|978.68M|2721.36M|4244388K|9294704K|01:09:04|02:00:27
4911131|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Australian_0||01:00:36||||||01:58:26
4911131.batch|batch|3296008K|01:00:36|375.24M|2278.85M|3296008K|8331952K|01:13:21|01:58:26
4911135|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Australian_1||01:00:52||||||01:59:00
4911135.batch|batch|1836936K|01:00:52|485.44M|1686.30M|1836936K|7234076K|01:10:34|01:59:00
4911137|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Australian_2||01:00:22||||||01:57:43
4911137.batch|batch|1475852K|01:00:22|164.62M|1361.52M|1475852K|6506032K|01:11:44|01:57:43
4911139|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Australian_3||01:00:40||||||01:58:39
4911139.batch|batch|1938304K|01:00:40|601.26M|1709.59M|1938304K|7233712K|01:14:00|01:58:39
4911140|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Australian_4||01:00:40||||||01:58:53
4911140.batch|batch|4011224K|01:00:40|1182.71M|3059.66M|4011224K|9130784K|01:10:57|01:58:53
4911141|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_adult_0||01:00:47||||||01:53:10
4911141.batch|batch|3493176K|01:00:47|274.47M|189.45M|3493176K|8573824K|00:56:29|01:53:10
4911142|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_adult_1||01:00:45||||||01:53:07
4911142.batch|batch|3312280K|01:00:45|274.48M|192.00M|3312280K|8392296K|00:55:38|01:53:07
4911144|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_adult_2||01:00:43||||||01:53:14
4911144.batch|batch|3305280K|01:00:43|274.57M|191.39M|3305280K|8245752K|00:55:51|01:53:14
4911146|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_adult_3||01:00:45||||||01:53:10
4911146.batch|batch|3348220K|01:00:45|274.48M|190.19M|3348220K|8428444K|00:55:27|01:53:10
4911150|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_adult_4||01:00:41||||||01:53:06
4911150.batch|batch|3637724K|01:00:41|274.39M|192.17M|3637724K|8717856K|00:55:54|01:53:06
4911152|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Albert_0||01:00:31||||||01:00:35
4911152.batch|batch|6114448K|01:00:31|8235.65M|664.38M|6114448K|9906608K|00:07:11|01:00:35
4911153|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Albert_1||01:00:29||||||01:00:36
4911153.batch|batch|6000588K|01:00:29|8235.62M|664.30M|6000588K|9832384K|00:07:24|01:00:36
4911154|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Albert_2||01:00:26||||||01:00:32
4911154.batch|batch|6080824K|01:00:26|8235.42M|664.30M|6080824K|9871552K|00:07:28|01:00:32
4911155|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Albert_3||01:00:30||||||01:00:33
4911155.batch|batch|5980112K|01:00:30|8235.43M|664.30M|5980112K|9780044K|00:07:24|01:00:33
4911158|autosklearnBBCEnsembleSelection_B_100_Nb_100_master_thesis_3600s1c8G_Albert_4||01:00:24||||||01:00:32
4911158.batch|batch|6016424K|01:00:24|8235.43M|664.30M|6016424K|9814032K|00:07:29|01:00:32
4911985|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_0||01:01:03||||||01:50:16
4911985.batch|batch|3459348K|01:01:03|2066.43M|2976.52M|3459348K|8478988K|00:46:59|01:50:16
4911987|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_1||01:00:13||||||01:39:25
4911987.batch|batch|3886124K|01:00:13|960.99M|2245.22M|3886124K|9282288K|00:34:57|01:39:25
4911990|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_2||01:00:57||||||01:39:30
4911990.batch|batch|4394872K|01:00:57|1879.37M|2291.24M|4394872K|9410052K|00:38:55|01:39:30
4911992|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_3||01:01:15||||||01:45:43
4911992.batch|batch|3560852K|01:01:15|1895.97M|2699.62M|3560852K|8579556K|00:32:54|01:45:43
4911994|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_4||01:00:53||||||01:43:34
4911994.batch|batch|3831232K|01:00:53|2768.87M|3862.61M|3831232K|9100004K|00:48:35|01:43:34
4911996|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_higgs_0||01:01:06||||||01:11:53
4911996.batch|batch|4337548K|01:01:06|705.38M|110.09M|4337548K|9357992K|00:16:57|01:11:53
4911997|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_higgs_1||01:01:03||||||01:11:34
4911997.batch|batch|4340068K|01:01:03|705.35M|110.15M|4340068K|9361432K|00:16:40|01:11:34
4911998|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_higgs_2||01:01:02||||||01:11:51
4911998.batch|batch|4337592K|01:01:02|704.31M|110.44M|4337592K|9357664K|00:16:46|01:11:51
4912001|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_higgs_3||01:01:00||||||01:11:43
4912001.batch|batch|4338860K|01:01:00|705.38M|110.40M|4338860K|9358620K|00:17:11|01:11:43
4912004|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_higgs_4||01:00:58||||||01:12:17
4912004.batch|batch|4338396K|01:00:58|705.62M|110.36M|4338396K|9359588K|00:17:16|01:12:17
4912006|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0||01:01:10||||||01:45:14
4912006.batch|batch|3788872K|01:01:10|909.94M|1387.50M|3788872K|9123640K|00:47:28|01:45:14
4912010|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1||01:01:00||||||01:47:31
4912010.batch|batch|3995424K|01:01:00|952.79M|1000.97M|3995424K|9034676K|00:50:24|01:47:31
4912012|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:55||||||01:47:21
4912012.batch|batch|4019660K|01:00:55|1180.15M|1447.62M|4019660K|9496376K|00:50:13|01:47:21
4912013|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3||01:01:04||||||01:46:28
4912013.batch|batch|4228588K|01:01:04|893.50M|1382.46M|4228588K|9288312K|00:50:39|01:46:28
4912014|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4||01:01:02||||||01:44:50
4912014.batch|batch|3757248K|01:01:02|897.03M|1161.91M|3757248K|8830572K|00:49:48|01:44:50
4912017|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_0||01:00:33||||||01:12:34
4912017.batch|batch|3829128K|01:00:33|601.29M|6545.05M|3829128K|8866664K|00:15:55|01:12:34
4912020|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_1||01:00:13||||||01:26:04
4912020.batch|batch|3154012K|01:00:13|205.57M|3189.17M|3154012K|8186428K|00:35:25|01:26:04
4912021|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_2||01:00:23||||||01:16:46
4912021.batch|batch|3956564K|01:00:23|247.10M|4810.07M|3956564K|8533200K|00:18:44|01:16:46
4912024|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_3||01:00:21||||||01:09:21
4912024.batch|batch|3431648K|01:00:21|187.72M|2608.33M|3431648K|8466508K|00:17:59|01:09:21
4912026|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_4||01:00:17||||||01:31:09
4912026.batch|batch|3639428K|01:00:17|286.29M|5660.32M|3639428K|8820780K|00:38:33|01:31:09
4912028|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0||01:01:27||||||01:13:48
4912028.batch|batch|4738280K|01:01:27|1482.44M|173.00M|4738280K|9773948K|00:17:30|01:13:48
4912030|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1||01:00:28||||||01:06:29
4912030.batch|batch|4672516K|01:00:28|1425.59M|121.27M|4672516K|9633796K|00:11:06|01:06:29
4912031|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2||01:00:25||||||01:06:08
4912031.batch|batch|4669148K|01:00:25|1425.97M|121.27M|4669148K|9706968K|00:10:51|01:06:08
4912035|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3||01:01:31||||||01:13:40
4912035.batch|batch|4591848K|01:01:31|1482.70M|173.00M|4591848K|9332M|00:16:55|01:13:40
4912037|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4||01:01:23||||||01:13:38
4912037.batch|batch|4670380K|01:01:23|1483.89M|173.00M|4670380K|9706108K|00:16:59|01:13:38
4912038|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_0||01:01:14||||||01:18:33
4912038.batch|batch|4454M|01:01:14|813.86M|163.29M|4454M|9635536K|00:19:58|01:18:33
4912039|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_1||01:01:08||||||01:18:40
4912039.batch|batch|4218640K|01:01:08|814.76M|164.07M|4218640K|9285728K|00:18:29|01:18:40
4912041|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_2||01:01:15||||||01:16:56
4912041.batch|batch|4466744K|01:01:15|815.08M|166.00M|4466744K|9569336K|00:18:21|01:16:56
4912043|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_3||01:01:12||||||01:16:32
4912043.batch|batch|4568900K|01:01:12|816.47M|164.84M|4568900K|9646768K|00:18:17|01:16:32
4912045|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_4||01:01:09||||||01:16:56
4912045.batch|batch|4555016K|01:01:09|814.68M|166.09M|4555016K|9635752K|00:18:43|01:16:56
4912046|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_segment_0||01:01:27||||||01:58:42
4912046.batch|batch|4191280K|01:01:27|773.67M|2589.90M|4191280K|9318488K|01:06:22|01:58:42
4912049|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_segment_1||01:01:39||||||01:56:40
4912049.batch|batch|3914744K|01:01:39|1021.47M|2368.15M|3914744K|8964128K|01:00:47|01:56:40
4912052|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_segment_2||01:01:08||||||01:54:43
4912052.batch|batch|3820256K|01:01:08|545.33M|2442.20M|3820256K|8872100K|01:04:34|01:54:43
4912054|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_segment_3||01:01:17||||||01:52:15
4912054.batch|batch|4226316K|01:01:17|988.58M|1870.66M|4226316K|9273636K|00:55:05|01:52:15
4912056|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_segment_4||01:01:13||||||01:54:24
4912056.batch|batch|3916868K|01:01:13|615.53M|2503.75M|3916868K|8962832K|01:00:27|01:54:24
4912060|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Australian_0||01:00:47||||||01:17:35
4912060.batch|batch|2701520K|01:00:47|364.22M|1759.43M|2701520K|8153564K|00:24:56|01:17:35
4912062|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Australian_1||01:00:49||||||01:40:40
4912062.batch|batch|1486868K|01:00:49|594.63M|1949.24M|1486868K|6666004K|00:52:38|01:40:40
4912064|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Australian_2||01:00:07||||||01:15:46
4912064.batch|batch|2638876K|01:00:07|162.33M|2159.00M|2638876K|8126388K|00:16:51|01:15:46
4912066|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Australian_3||01:00:50||||||01:28:46
4912066.batch|batch|2172088K|01:00:50|723.50M|2071.87M|2172088K|7544912K|00:36:09|01:28:46
4912067|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Australian_4||01:00:40||||||01:43:28
4912067.batch|batch|4165616K|01:00:40|636.18M|1501.74M|4165616K|9243316K|00:54:29|01:43:28
4912068|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_adult_0||01:01:02||||||01:34:14
4912068.batch|batch|3481928K|01:01:02|270.44M|177.73M|3481928K|8561756K|00:38:06|01:34:14
4912070|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_adult_1||01:00:43||||||01:34:00
4912070.batch|batch|3305172K|01:00:43|263.75M|180.28M|3305172K|8385288K|00:36:54|01:34:00
4912072|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_adult_2||01:01:22||||||01:33:52
4912072.batch|batch|3289964K|01:01:22|285.45M|179.68M|3289964K|8157744K|00:37:03|01:33:52
4912075|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_adult_3||01:01:21||||||01:33:42
4912075.batch|batch|3338612K|01:01:21|283.70M|178.49M|3338612K|8417420K|00:36:55|01:33:42
4912076|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_adult_4||01:01:24||||||01:34:15
4912076.batch|batch|3627176K|01:01:24|285.50M|180.45M|3627176K|8706888K|00:37:17|01:34:15
4912079|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Albert_0||01:01:13||||||01:01:35
4912079.batch|batch|7320028K|01:01:13|7334.81M|536.39M|7320028K|12349192K|00:07:49|01:01:35
4912083|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Albert_1||01:01:12||||||01:01:33
4912083.batch|batch|7326024K|01:01:12|7334.92M|536.39M|7326024K|12284148K|00:07:49|01:01:33
4912084|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Albert_2||01:01:10||||||01:01:30
4912084.batch|batch|7333004K|01:01:10|7334.81M|536.43M|7333004K|12291268K|00:07:48|01:01:30
4912085|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Albert_3||01:01:13||||||01:01:34
4912085.batch|batch|7298848K|01:01:13|7334.92M|536.38M|7298848K|12261840K|00:07:43|01:01:34
4912086|autosklearnBBCEnsembleSelection_B_10_Nb_100_master_thesis_3600s1c8G_Albert_4||01:01:04||||||01:01:30
4912086.batch|batch|7444784K|01:01:04|7334.78M|536.43M|7444784K|12403828K|00:07:36|01:01:30
4912154|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_cnae-9_0||01:01:15||||||01:54:48
4912154.batch|batch|3526736K|01:01:15|3569.69M|4252.84M|3526736K|8613948K|00:57:16|01:54:48
4912155|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_cnae-9_1||01:00:07||||||01:59:18
4912155.batch|batch|3943452K|01:00:07|1084.63M|3883.79M|3943452K|9004352K|01:04:46|01:59:18
4912157|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_cnae-9_2||01:01:29||||||02:01:08
4912157.batch|batch|3610016K|01:01:29|2381.89M|2788.25M|3610016K|8622972K|01:05:24|02:01:08
4912159|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_cnae-9_3||01:01:37||||||02:00:52
4912159.batch|batch|4138248K|01:01:37|2218.01M|2245.30M|4138248K|9346336K|01:02:04|02:00:52
4912160|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_cnae-9_4||01:00:48||||||01:59:34
4912160.batch|batch|3780576K|01:00:48|2881.22M|4180.44M|3780576K|8826524K|01:02:27|01:59:34
4912161|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_higgs_0||01:00:49||||||01:26:19
4912161.batch|batch|4352328K|01:00:49|714.38M|122.04M|4352328K|9371468K|00:30:18|01:26:19
4912164|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_higgs_1||01:00:46||||||01:26:16
4912164.batch|batch|4352532K|01:00:46|714.37M|122.10M|4352532K|9372668K|00:30:17|01:26:16
