JobID|JobName|MaxRSS|Elapsed|MaxDiskRead|MaxDiskWrite|MaxRSS|MaxVMSize|MinCPU|TotalCPU
4912170|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_higgs_2||01:00:51||||||01:26:21
4912170.batch|batch|4351724K|01:00:51|714.42M|122.39M|4351724K|9370304K|00:31:11|01:26:21
4912173|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_higgs_3||01:00:48||||||01:26:29
4912173.batch|batch|4352980K|01:00:48|714.39M|122.35M|4352980K|9371256K|00:30:37|01:26:29
4912175|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_higgs_4||01:00:53||||||01:26:25
4912175.batch|batch|4352196K|01:00:53|714.31M|122.32M|4352196K|9373176K|00:31:31|01:26:25
4912179|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0||01:01:19||||||01:54:15
4912179.batch|batch|3950588K|01:01:19|850.24M|1701.00M|3950588K|9021196K|00:55:30|01:54:15
4912182|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1||01:00:57||||||01:53:30
4912182.batch|batch|4185656K|01:00:57|1029.19M|1323.64M|4185656K|9272344K|00:55:53|01:53:30
4912183|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:48||||||01:53:34
4912183.batch|batch|3558536K|01:00:48|1001.66M|1545.99M|3558536K|8636724K|00:57:10|01:53:34
4912185|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3||01:01:51||||||01:54:33
4912185.batch|batch|4213448K|01:01:51|956.75M|1573.03M|4213448K|9325888K|00:56:24|01:54:33
4912187|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4||01:06:49||||||01:59:34
4912187.batch|batch|3840008K|01:06:49|2324.64M|2665.37M|3840008K|8885916K|00:55:39|01:59:34
4912189|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_vehicle_0||01:00:12||||||01:29:54
4912189.batch|batch|3760784K|01:00:12|220.56M|2446.89M|3760784K|8796768K|00:33:28|01:29:54
4912190|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_vehicle_1||01:00:24||||||01:28:30
4912190.batch|batch|4011664K|01:00:24|113.39M|2352.97M|4011664K|9044976K|00:32:49|01:28:30
4912192|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_vehicle_2||01:00:17||||||01:58:59
4912192.batch|batch|3643292K|01:00:17|186.65M|2001.17M|3643292K|8678480K|01:12:24|01:58:59
4912195|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_vehicle_3||01:00:17||||||01:56:55
4912195.batch|batch|3617552K|01:00:17|208.32M|3896.16M|3617552K|8652116K|01:11:55|01:56:55
4912197|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_vehicle_4||01:00:44||||||01:57:04
4912197.batch|batch|5394744K|01:00:44|4532.84M|5307.53M|5394744K|8578460K|01:05:30|01:57:04
4912199|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0||01:00:16||||||01:22:46
4912199.batch|batch|4706884K|01:00:16|1443.74M|137.03M|4706884K|9742472K|00:24:40|01:22:46
4912201|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1||01:00:13||||||01:22:28
4912201.batch|batch|4690804K|01:00:13|1443.44M|137.05M|4690804K|9728140K|00:24:31|01:22:28
4912203|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2||01:00:11||||||01:23:22
4912203.batch|batch|4687392K|01:00:11|1443.87M|137.06M|4687392K|9724812K|00:25:03|01:23:22
4912205|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3||01:00:11||||||01:22:56
4912205.batch|batch|4687672K|01:00:11|1443.88M|137.06M|4687672K|9724616K|00:23:32|01:22:56
4912208|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4||01:00:18||||||01:22:09
4912208.batch|batch|4567556K|01:00:18|1444.04M|136.96M|4567556K|9604412K|00:24:31|01:22:09
4912209|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_connect-4_0||01:01:10||||||01:40:01
4912209.batch|batch|4564636K|01:01:10|823.16M|169.83M|4564636K|9644116K|00:41:46|01:40:01
4912211|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_connect-4_1||01:01:09||||||01:39:04
4912211.batch|batch|4516296K|01:01:09|824.06M|170.63M|4516296K|9586480K|00:40:20|01:39:04
4912212|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_connect-4_2||01:01:14||||||01:38:39
4912212.batch|batch|4503840K|01:01:14|822.85M|172.54M|4503840K|9577672K|00:39:43|01:38:39
4912213|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_connect-4_3||01:01:11||||||01:38:19
4912213.batch|batch|4572220K|01:01:11|825.79M|171.36M|4572220K|9654992K|00:39:33|01:38:19
4912214|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_connect-4_4||01:01:14||||||01:38:28
4912214.batch|batch|4565196K|01:01:14|822.55M|172.63M|4565196K|9644332K|00:39:37|01:38:28
4912215|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_segment_0||01:01:50||||||02:00:31
4912215.batch|batch|4074008K|01:01:50|990.11M|2662.42M|4074008K|9121532K|01:05:52|02:00:31
4912216|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_segment_1||01:01:24||||||02:00:14
4912216.batch|batch|4091648K|01:01:24|917.43M|2327.47M|4091648K|9147948K|01:04:50|02:00:14
4912217|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_segment_2||01:01:26||||||02:00:19
4912217.batch|batch|4181040K|01:01:26|1082.44M|1961.30M|4181040K|9443504K|01:04:11|02:00:19
4912218|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_segment_3||01:01:18||||||02:00:11
4912218.batch|batch|4230804K|01:01:18|1038.70M|2214.74M|4230804K|9352424K|01:02:24|02:00:11
4912219|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_segment_4||01:01:33||||||02:00:17
4912219.batch|batch|4240584K|01:01:33|970.71M|3118.32M|4240584K|9291608K|01:07:47|02:00:17
4912221|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Australian_0||01:00:33||||||01:37:13
4912221.batch|batch|2405312K|01:00:33|331.32M|1163.89M|2405312K|7836000K|00:51:46|01:37:13
4912225|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Australian_1||01:00:43||||||01:55:20
4912225.batch|batch|2703144K|01:00:43|656.55M|2636.73M|2703144K|7964.50M|01:11:29|01:55:20
4912227|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Australian_2||01:00:31||||||01:55:37
4912227.batch|batch|2104176K|01:00:31|175.84M|2034.44M|2104176K|7174404K|01:12:50|01:55:37
4912228|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Australian_3||01:00:36||||||01:50:17
4912228.batch|batch|3794880K|01:00:36|625.39M|1756.98M|3794880K|8868240K|00:59:32|01:50:17
4912231|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Australian_4||01:00:36||||||01:56:43
4912231.batch|batch|2060072K|01:00:36|557.34M|1998.65M|2060072K|7524356K|01:13:07|01:56:43
4912234|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_adult_0||01:00:42||||||01:52:54
4912234.batch|batch|3486096K|01:00:42|266.25M|181.65M|3486096K|8567776K|00:56:05|01:52:54
4912237|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_adult_1||01:00:38||||||01:52:56
4912237.batch|batch|3302576K|01:00:38|267.93M|184.20M|3302576K|8384796K|00:56:02|01:52:56
4912238|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_adult_2||01:00:50||||||01:53:01
4912238.batch|batch|3293756K|01:00:50|269.50M|183.59M|3293756K|8311008K|00:56:36|01:53:01
4912240|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_adult_3||01:00:47||||||01:52:58
4912240.batch|batch|3341112K|01:00:47|267.85M|182.39M|3341112K|8421096K|00:56:46|01:52:58
4912242|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_adult_4||01:00:44||||||01:52:57
4912242.batch|batch|3959412K|01:00:44|269.49M|184.37M|3959412K|9158216K|00:55:59|01:52:57
4912245|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Albert_0||01:01:06||||||01:02:21
4912245.batch|batch|7517872K|01:01:06|7393.34M|594.80M|7517872K|12479084K|00:08:41|01:02:21
4912248|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Albert_1||01:01:06||||||01:02:17
4912248.batch|batch|7513564K|01:01:06|7393.23M|594.80M|7513564K|12478728K|00:08:38|01:02:17
4912249|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Albert_2||01:01:06||||||01:02:16
4912249.batch|batch|7572488K|01:01:06|7393.35M|594.80M|7572488K|12538240K|00:08:38|01:02:16
4912251|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Albert_3||01:01:03||||||01:02:18
4912251.batch|batch|7520620K|01:01:03|7393.23M|594.80M|7520620K|12554352K|00:08:40|01:02:18
4912252|autosklearnBBCEnsembleSelection_B_50_Nb_100_master_thesis_3600s1c8G_Albert_4||01:01:10||||||01:02:19
4912252.batch|batch|7480108K|01:01:10|7393.24M|594.80M|7480108K|12449184K|00:08:36|01:02:19
4943756|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_cnae-9_0||01:02:09||||||01:58:19
4943756.batch|batch|3677324K|01:02:09|2463.20M|2312.17M|3677324K|8693004K|01:02:56|01:58:19
4943757|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_cnae-9_1||01:00:33||||||01:57:33
4943757.batch|batch|3884156K|01:00:33|870.62M|2338.72M|3884156K|9281104K|01:01:20|01:57:33
4943758|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_cnae-9_2||01:01:50||||||01:57:13
4943758.batch|batch|3898820K|01:01:50|4196.63M|5255.94M|3898820K|8798184K|00:55:52|01:57:13
4943759|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_cnae-9_3||01:01:33||||||01:58:42
4943759.batch|batch|4151544K|01:01:33|2595.02M|2965.99M|4151544K|9390992K|01:00:32|01:58:42
4943760|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_cnae-9_4||01:01:58||||||01:54:39
4943760.batch|batch|3963880K|01:01:58|2402.35M|2490.28M|3963880K|9103528K|00:54:30|01:54:39
4943761|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_higgs_0||01:00:57||||||01:26:00
4943761.batch|batch|4339076K|01:00:57|705.77M|113.65M|4339076K|9433336K|00:30:41|01:26:00
4943762|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_higgs_1||01:00:55||||||01:26:01
4943762.batch|batch|4339444K|01:00:55|705.94M|113.71M|4339444K|9359984K|00:30:59|01:26:01
4943763|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_higgs_2||01:00:51||||||01:26:03
4943763.batch|batch|4341952K|01:00:51|705.95M|114.00M|4341952K|9362000K|00:30:57|01:26:03
4943764|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_higgs_3||01:00:49||||||01:26:08
4943764.batch|batch|4339852K|01:00:49|705.73M|113.96M|4339852K|9359308K|00:31:20|01:26:08
4943765|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_higgs_4||01:00:53||||||01:26:01
4943765.batch|batch|4342588K|01:00:53|705.86M|113.93M|4342588K|9434348K|00:30:57|01:26:01
4943766|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_0||01:00:55||||||01:51:30
4943766.batch|batch|4139804K|01:00:55|1007.41M|1362.96M|4139804K|9217636K|00:54:17|01:51:30
4943767|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_1||01:00:50||||||01:51:17
4943767.batch|batch|3808736K|01:00:50|890.36M|933.54M|3808736K|8870992K|00:54:07|01:51:17
4943768|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_2||01:01:00||||||01:51:08
4943768.batch|batch|4220384K|01:01:00|1586.26M|1501.76M|4220384K|9265768K|00:52:49|01:51:08
4943769|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_3||01:01:29||||||01:52:20
4943769.batch|batch|4257548K|01:01:29|1822.91M|1878.56M|4257548K|9325068K|00:54:31|01:52:20
4943770|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:57||||||01:51:37
4943770.batch|batch|4023292K|01:00:57|1091.02M|1294.75M|4023292K|9089904K|00:54:58|01:51:37
4943771|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_vehicle_0||01:00:45||||||01:47:32
4943771.batch|batch|4825672K|01:00:45|4065.66M|5692.80M|4825672K|8793164K|00:54:05|01:47:32
4943772|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_vehicle_1||01:00:11||||||01:58:20
4943772.batch|batch|3366656K|01:00:11|211.21M|3840.82M|3366656K|8401576K|01:13:16|01:58:20
4943773|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_vehicle_2||01:00:15||||||01:57:14
4943773.batch|batch|3650732K|01:00:15|265.48M|3573.40M|3650732K|8685596K|01:17:13|01:57:14
4943774|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_vehicle_3||01:00:18||||||01:59:02
4943774.batch|batch|3425768K|01:00:18|249.19M|5430.71M|3425768K|8459484K|01:16:44|01:59:02
4943775|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_vehicle_4||01:00:09||||||01:47:17
4943775.batch|batch|3544988K|01:00:09|368.03M|2845.90M|3544988K|8580012K|00:59:17|01:47:17
4943776|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_MiniBooNE_0||01:00:26||||||01:15:20
4943776.batch|batch|4592632K|01:00:26|1432.94M|127.77M|4592632K|9776688K|00:20:09|01:15:20
4943777|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_MiniBooNE_1||01:00:28||||||01:15:26
4943777.batch|batch|4678832K|01:00:28|1432.67M|127.74M|4678832K|9714672K|00:20:09|01:15:26
4943778|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_MiniBooNE_2||01:00:34||||||01:15:39
4943778.batch|batch|4673888K|01:00:34|1440.29M|127.77M|4673888K|9710748K|00:20:38|01:15:39
4943779|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_MiniBooNE_3||01:00:32||||||01:16:22
4943779.batch|batch|4593116K|01:00:32|1440.41M|127.74M|4593116K|9630760K|00:20:37|01:16:22
4943780|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_MiniBooNE_4||01:00:30||||||01:16:14
4943780.batch|batch|4592852K|01:00:30|1432.87M|127.63M|4592852K|9630536K|00:21:12|01:16:14
4943781|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_connect-4_0||01:01:06||||||01:32:32
4943781.batch|batch|4225032K|01:01:06|816.00M|164.25M|4225032K|9289796K|00:32:00|01:32:32
4943782|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_connect-4_1||01:01:12||||||01:31:55
4943782.batch|batch|4324732K|01:01:12|816.96M|165.04M|4324732K|9614308K|00:32:27|01:31:55
4943783|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_connect-4_2||01:01:13||||||01:32:04
4943783.batch|batch|4233760K|01:01:13|817.26M|166.93M|4233760K|9437408K|00:31:33|01:32:04
4943784|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_connect-4_3||01:01:14||||||01:31:32
4943784.batch|batch|4571688K|01:01:14|818.69M|165.76M|4571688K|9649320K|00:32:00|01:31:32
4943785|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_connect-4_4||01:01:07||||||01:32:07
4943785.batch|batch|4559892K|01:01:07|816.89M|167.01M|4559892K|9788968K|00:32:49|01:32:07
4943786|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_segment_0||01:01:32||||||01:59:56
4943786.batch|batch|4241376K|01:01:32|819.83M|1739.28M|4241376K|9297216K|01:03:58|01:59:56
4943787|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_segment_1||01:01:27||||||01:59:47
4943787.batch|batch|3921212K|01:01:27|770.67M|2220.57M|3921212K|8972756K|01:05:07|01:59:47
4943788|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_segment_2||01:01:39||||||02:00:00
4943788.batch|batch|3717052K|01:01:39|1278.91M|2538.32M|3717052K|8772272K|01:02:55|02:00:00
4943789|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_segment_3||01:01:23||||||01:59:46
4943789.batch|batch|3896068K|01:01:23|756.72M|2012.06M|3896068K|8952316K|01:05:59|01:59:46
4943790|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_segment_4||01:01:32||||||01:59:47
4943790.batch|batch|4236436K|01:01:32|937.12M|2242.93M|4236436K|9288064K|01:06:47|01:59:47
4943791|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Australian_0||01:00:21||||||01:56:06
4943791.batch|batch|2752504K|01:00:21|159.40M|1217.12M|2752504K|7797768K|01:10:41|01:56:06
4943792|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Australian_1||01:00:55||||||01:56:40
4943792.batch|batch|2959012K|01:00:55|731.56M|2395.42M|2959012K|8378768K|01:13:01|01:56:40
4943793|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Australian_2||01:00:31||||||01:53:37
4943793.batch|batch|3376364K|01:00:31|415.37M|1774.83M|3376364K|9143272K|01:07:36|01:53:37
4943794|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Australian_3||01:00:53||||||01:54:46
4943794.batch|batch|2254376K|01:00:53|820.79M|2306.67M|2254376K|7616508K|01:07:10|01:54:46
4943795|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Australian_4||01:00:47||||||01:56:50
4943795.batch|batch|2227724K|01:00:47|729.89M|2082.62M|2227724K|7518044K|01:14:14|01:56:50
4943796|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_adult_0||01:01:08||||||01:53:09
4943796.batch|batch|3485524K|01:01:08|279.99M|178.63M|3485524K|8567428K|00:56:25|01:53:09
4943797|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_adult_1||01:01:05||||||01:53:07
4943797.batch|batch|3304972K|01:01:05|279.99M|181.18M|3304972K|8386140K|00:56:24|01:53:07
4943798|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_adult_2||01:01:08||||||01:53:09
4943798.batch|batch|3290620K|01:01:08|280.01M|180.56M|3290620K|8232808K|00:55:59|01:53:09
4943799|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_adult_3||01:01:05||||||01:53:12
4943799.batch|batch|3338760K|01:01:05|279.98M|179.36M|3338760K|8419560K|00:55:23|01:53:12
4943800|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_adult_4||01:01:08||||||01:53:05
4943800.batch|batch|3629216K|01:01:08|280.01M|181.34M|3629216K|8857020K|00:56:22|01:53:05
4943801|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Albert_0||01:01:04||||||01:01:38
4943801.batch|batch|7344484K|01:01:04|7357.03M|558.34M|7344484K|12383700K|00:08:00|01:01:38
4943802|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Albert_1||01:01:08||||||01:01:43
4943802.batch|batch|7334224K|01:01:08|7356.92M|558.33M|7334224K|12300036K|00:08:03|01:01:43
4943803|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Albert_2||01:01:06||||||01:01:33
4943803.batch|batch|7401048K|01:01:06|7357.04M|558.33M|7401048K|12360076K|00:07:59|01:01:33
4943804|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Albert_3||01:01:09||||||01:01:37
4943804.batch|batch|7329320K|01:01:09|7356.93M|558.34M|7329320K|12287940K|00:07:58|01:01:37
4943805|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_25_master_thesis_3600s1c8G_Albert_4||01:01:11||||||01:01:35
4943805.batch|batch|7311404K|01:01:11|7356.83M|558.34M|7311404K|12339080K|00:07:56|01:01:35
4943806|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_cnae-9_0||01:01:40||||||02:01:19
4943806.batch|batch|3678360K|01:01:40|2652.11M|3457.67M|3678360K|8694228K|01:02:29|02:01:19
4943807|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_cnae-9_1||01:00:11||||||01:59:28
4943807.batch|batch|3379248K|01:00:11|1038.04M|3372.07M|3379248K|8620100K|01:03:31|01:59:28
4943808|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_cnae-9_2||01:01:47||||||02:01:14
4943808.batch|batch|3443400K|01:01:47|2047.59M|2071.79M|3443400K|8724696K|01:06:48|02:01:14
4943809|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_cnae-9_3||01:01:49||||||02:01:22
4943809.batch|batch|4137332K|01:01:49|2415.64M|2529.18M|4137332K|9196360K|01:07:36|02:01:22
4943810|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_cnae-9_4||01:01:31||||||02:00:43
4943810.batch|batch|3603272K|01:01:31|1867.43M|2381.69M|3603272K|8631824K|01:03:13|02:00:43
4943811|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_higgs_0||01:01:00||||||01:26:34
4943811.batch|batch|4367932K|01:01:00|727.85M|137.74M|4367932K|9461244K|00:31:20|01:26:34
4943812|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_higgs_1||01:00:57||||||01:26:36
4943812.batch|batch|4368020K|01:00:57|727.77M|137.80M|4368020K|9461160K|00:31:25|01:26:36
4943813|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_higgs_2||01:00:54||||||01:26:29
4943813.batch|batch|4368612K|01:00:54|727.70M|138.10M|4368612K|9387176K|00:31:11|01:26:29
4943814|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_higgs_3||01:00:51||||||01:26:38
4943814.batch|batch|4368236K|01:00:51|727.70M|138.05M|4368236K|9461696K|00:31:38|01:26:38
4943815|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_higgs_4||01:00:53||||||01:26:28
4943815.batch|batch|4368460K|01:00:53|727.99M|138.03M|4368460K|9388884K|00:31:15|01:26:28
4943816|autosklearnBBCEnsembleSelectionNoPreSelect_b_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0||01:00:47||||||01:56:49
4943816.batch|batch|4257996K|01:00:47|835.16M|958.70M|4257996K|9290448K|01:00:54|01:56:49
