,level_0,seed,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
690,196,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9851851851851852,inf
691,197,2,autosklearnBBCScoreEnsembleMAX_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8628679653679653,0.8662117643008218,inf
692,198,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.8844927536231884,inf
693,199,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9286856894622721,0.9306272842495591,inf
694,200,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8438036105834712,0.8447779304503943,inf
695,201,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9646090534979421,inf
696,202,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
697,203,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331448080285922,0.7289561884818132,inf
698,204,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9973691555364317,inf
699,205,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9878787878787879,0.9876863876863876,inf
700,206,2,autosklearnBBCScoreEnsemble_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8393722943722943,0.8745851877516092,inf
701,207,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8492359932088285,0.8854347826086956,inf
702,208,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285653832024894,0.9306199911540538,inf
703,209,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437554085730616,0.8459453502814693,inf
704,210,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9662551440329217,inf
705,211,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7190174706521184,0.7123945092376649,inf
706,212,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331593902770398,0.7290796174254389,inf
707,213,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9956440061054362,0.9970238614404472,inf
708,214,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.9878787878787879,inf
709,215,2,autosklearnBBCScoreEnsemble_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.855952380952381,0.8761519384909009,inf
710,216,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8486417657045839,0.8850724637681159,inf
711,217,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9285653832024894,0.9306199911540538,inf
712,218,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8449484761694446,0.8458191094651168,inf
713,219,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9666666666666666,inf
714,220,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7201338586375247,0.7122744288149975,inf
715,221,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7326536167862774,0.7290959940033238,inf
716,222,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9973149822555853,inf
717,223,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.988071188071188,inf
718,224,2,autosklearnBBCScoreEnsemble_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8392640692640692,0.8746134769524392,inf
719,225,2,bagging_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8401528013582343,0.8747101449275361,inf
720,226,2,bagging_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9005598135936687,0.9018064284589998,inf
721,227,2,bagging_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8287008771958926,0.8284192215317583,inf
722,228,2,bagging_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9606995884773664,inf
723,229,2,bagging_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6421604701387389,0.6398381016503759,inf
724,230,2,bagging_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7196343360463203,0.716473449996401,inf
725,231,2,bagging_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9964788336560473,inf
726,232,2,bagging_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9922077922077921,0.985858585858586,inf
727,233,2,bagging_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8462987012987012,0.8652509514437849,inf
