,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
16,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9878787878787879,0.9858585858585858,inf
17,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8504004329004328,0.8549609704138103,inf
18,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8486417657045839,0.8752173913043478,inf
19,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
20,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
21,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9407407407407407,0.9572016460905349,inf
22,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
23,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
24,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9956440061054362,0.9962666953523396,inf
25,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9887445887445887,0.9853775853775855,inf
26,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8365476190476191,0.8547773850898915,inf
27,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8577249575551782,0.8773913043478261,inf
28,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
29,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
30,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9425925925925924,0.95679012345679,inf
31,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
32,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
33,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9965578161674777,inf
34,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9904761904761905,0.9855699855699855,inf
35,autosklearnBBCEnsembleSelectionNoPreSelect_es1_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8510606060606062,0.8540517388419492,inf
36,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8577249575551782,0.8773913043478261,inf
37,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
38,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
39,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9425925925925924,0.9572016460905349,inf
40,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
41,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
42,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9965578161674777,inf
43,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9878787878787879,0.9858585858585858,inf
44,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8504004329004328,0.8557879560565679,inf
45,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8597623089983021,0.8770289855072464,inf
46,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
47,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
48,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9425925925925925,0.9565843621399175,inf
49,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
50,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
51,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9950452037102266,0.9964122557599087,inf
52,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9887445887445887,0.9855699855699855,inf
53,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8578787878787878,0.8544074123145817,inf
54,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8524617996604412,0.8768840579710145,inf
55,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
56,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
57,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9407407407407407,0.9572016460905349,inf
58,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
59,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
60,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9956987984814685,0.9963456778637703,inf
61,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9913419913419912,0.9856661856661857,inf
62,autosklearnBBCEnsembleSelectionPreSelectInES_es1_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8552813852813852,0.8550416446398653,inf
63,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8571307300509339,0.8776086956521739,inf
64,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
65,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
66,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9425925925925924,0.9572016460905349,inf
67,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
68,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
69,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9956987984814685,0.9964912382713393,inf
70,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9878787878787879,0.9858585858585858,inf
71,autosklearnBBCEnsembleSelection_es1_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8553896103896104,0.8552440981680023,inf
72,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8615449915110356,0.8760869565217391,inf
73,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
74,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
75,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9444444444444443,0.9563786008230452,inf
76,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
77,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
78,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9956987984814685,0.9964788336560473,inf
79,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9852813852813853,0.9855699855699855,inf
80,autosklearnBBCEnsembleSelection_es1_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.8556060606060605,0.8532997940894905,inf
81,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8577249575551782,0.8757246376811594,inf
82,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
83,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
84,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9407407407407407,0.9572016460905349,inf
85,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
86,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
87,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9968964032718877,0.9962728976599857,inf
88,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9870129870129869,0.9856661856661857,inf
89,autosklearnBBCEnsembleSelection_es1_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8556060606060605,0.85411080193107,inf
90,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8460101867572156,0.8778985507246377,inf
91,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
92,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
93,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9425925925925924,0.9572016460905349,inf
94,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
95,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
96,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9965516138598318,inf
97,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9878787878787879,0.9858585858585858,inf
98,autosklearnBBCScoreEnsemble_es1_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8460714285714286,0.8551648691434671,inf
99,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,Australian,2,0.0,0.8389643463497454,0.8779710144927536,inf
100,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
101,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
102,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9388888888888888,0.9569958847736624,inf
103,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
104,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
105,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9956987984814685,0.9963332732484782,inf
106,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,segment,2,0.0,0.9887445887445887,0.9855699855699855,inf
107,autosklearnBBCScoreEnsemble_es1_B10_N1.0,best_ensemble_model,vehicle,2,0.0,0.834491341991342,0.8550957383540648,inf
108,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,Australian,2,0.0,0.8571307300509339,0.8776086956521739,inf
109,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,MiniBooNE,2,0.0,0.9286856894622721,0.9306272842495591,inf
110,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,adult,2,0.0,0.8431682164972653,0.8434336365974469,inf
111,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,cnae-9,2,0.0,0.9407407407407407,0.9569958847736624,inf
112,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,connect-4,2,0.0,0.6833373509039125,0.6757387064487472,inf
113,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,higgs,2,0.0,0.7333641050071293,0.7288054676605251,inf
114,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9965516138598318,inf
115,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,segment,2,0.0,0.9878787878787879,0.9858585858585858,inf
116,autosklearnBBCScoreEnsemble_es1_B50_N0.5,best_ensemble_model,vehicle,2,0.0,0.8341558441558441,0.8557828549379194,inf
117,bagging_es1_B100_N1.0,best_ensemble_model,Australian,2,0.0,0.8544991511035652,0.8763768115942028,inf
118,bagging_es1_B100_N1.0,best_ensemble_model,MiniBooNE,2,0.0,0.9147810343523967,0.9144995689503205,inf
119,bagging_es1_B100_N1.0,best_ensemble_model,adult,2,0.0,0.8141382124348558,0.8167455611473777,inf
120,bagging_es1_B100_N1.0,best_ensemble_model,cnae-9,2,0.0,0.9425925925925925,0.9576131687242798,inf
121,bagging_es1_B100_N1.0,best_ensemble_model,connect-4,2,0.0,0.6468624822135085,0.6452550972029673,inf
122,bagging_es1_B100_N1.0,best_ensemble_model,higgs,2,0.0,0.7232072221866608,0.7206911702330198,inf
123,bagging_es1_B100_N1.0,best_ensemble_model,kr-vs-kp,2,0.0,0.9962976008766781,0.9965454115521857,inf
124,bagging_es1_B100_N1.0,best_ensemble_model,segment,2,0.0,0.9922077922077921,0.985858585858586,inf
125,bagging_es1_B100_N1.0,best_ensemble_model,vehicle,2,0.0,0.8575541125541125,0.8578921605923817,inf
