,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
22,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,2,25,25,25,3490.482036113739,3279.7454323768616,3,0,0,0.0,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,3,26,26,26,3492.740664243698,3315.374362230301,3,0,0,0.0,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats10,MiniBooNE,4,25,25,25,3488.720054626465,3313.097095012665,3,0,0,0.0,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,0,36,36,33,3499.80171251297,3179.1617329120636,3,33,1,33.0,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,1,43,43,32,3494.9420354366302,3159.0421302318573,3,0,0,0.0,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,2,50,50,32,3506.1168117523193,3194.891482114792,3,0,0,0.0,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,3,39,39,33,3499.932544708252,3166.4320135116577,3,34,1,34.0,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats10,connect-4,4,43,43,32,3496.538855791092,3159.6008183956146,3,0,0,0.0,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,0,400,400,64,3510.441160917282,2984.704223394394,4,68,3,29.080000000000002,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,1,585,585,71,3513.683454275131,2770.6597061157227,5,85,5,21.611200000000004,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,2,273,273,57,3517.3112857341766,3161.9819972515106,4,68,3,29.080000000000002,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,3,501,501,68,3509.867946624756,2833.9099271297455,5,78,4,25.264000000000003,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats10,segment,4,314,314,60,3518.1190972328186,3137.484009742737,5,68,3,29.080000000000002,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,0,468,468,67,3510.2523572444916,2917.7582511901855,5,78,4,25.264000000000003,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,1,482,482,68,3517.4446308612823,2935.906349658966,5,78,4,25.264000000000003,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,2,823,823,75,3512.5978667736053,2536.8020915985107,5,85,5,21.611200000000004,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,3,440,440,66,3509.5152707099915,2884.5937519073486,2,78,4,25.264000000000003,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats10,Australian,4,434,434,66,3515.333873987198,2975.391268491745,5,78,4,25.264000000000003,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,0,55,55,32,3504.822662591934,3193.7083723545074,3,0,0,0.0,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,1,40,40,32,3506.365664958954,3217.69482254982,2,0,0,0.0,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,2,39,39,33,3506.7548971176147,3173.2172412872314,2,34,1,34.0,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,3,102,102,39,3509.9284267425537,3133.7539196014404,3,37,1,37.0,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats10,adult,4,83,83,33,3505.4785652160645,3093.1046662330627,3,37,1,37.0,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,0,22,22,22,3415.1061627864838,3154.614241838455,2,0,0,0.0,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,1,22,22,22,3416.994731903076,3148.265850543976,2,0,0,0.0,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,2,22,22,22,3407.561757326126,3099.2822024822235,2,0,0,0.0,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,3,22,22,22,3406.8854401111603,3143.8792791366577,2,0,0,0.0,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats10,Albert,4,22,22,22,3415.3480303287506,3149.8508806228638,2,0,0,0.0,0.2
