,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc,predict_duration
11,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,1,0.954226,acc,singularity,reproduce,,stable,2021-03-09T00:36:15,4573.6,1.0,2589493925,,0.954226,0.416835
110,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,7,0.99,acc,singularity,reproduce,,stable,2021-03-09T05:42:14,3423.7,1,2881604202,,0.99,0.318904
111,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,8,0.985,acc,singularity,reproduce,,stable,2021-03-09T05:46:16,3663.4,1,1400428302,,0.985,0.251473
112,openml.org/t/12,mfeat-factors,autoPyTorch,3600s8c32G,9,0.99,acc,singularity,reproduce,,stable,2021-03-09T06:17:46,5527.7,1,3140179778,,0.99,0.281758
113,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,0,0.9057299999999999,acc,singularity,reproduce,,stable,2021-03-09T05:40:26,3291.0,1,1234489163,,0.9057299999999999,0.302554
114,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,1,0.933457,acc,singularity,reproduce,,stable,2021-03-09T05:41:55,3375.7,1,556619793,,0.933457,0.270858
115,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,2,0.9075790000000001,acc,singularity,reproduce,,stable,2021-03-09T05:58:28,4366.9,1,1941766280,,0.9075790000000001,0.478725
116,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,3,0.903882,acc,singularity,reproduce,,stable,2021-03-09T05:44:06,3427.6,1,222911248,,0.903882,0.35126999999999997
117,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,4,0.898148,acc,singularity,reproduce,,stable,2021-03-09T05:48:36,3678.8,1,931634986,,0.898148,0.30004699999999995
118,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,5,0.92037,acc,singularity,reproduce,,stable,2021-03-09T05:45:59,3495.1,1,621597823,,0.92037,0.45661499999999994
119,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,6,0.92963,acc,singularity,reproduce,,stable,2021-03-09T05:55:34,4064.1,1,3854704219,,0.92963,0.306738
12,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,2,0.76,acc,singularity,reproduce,,stable,2021-03-09T04:08:49,3202.0,1,2344270173,,0.76,0.510652
12,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,2,0.946903,acc,singularity,reproduce,,stable,2021-03-09T00:27:11,4028.8,1.0,2679277013,,0.946903,0.371143
120,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,7,0.9148149999999999,acc,singularity,reproduce,,stable,2021-03-09T05:45:01,3363.7,1,426250039,,0.9148149999999999,0.332415
121,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,8,0.907407,acc,singularity,reproduce,,stable,2021-03-09T05:45:06,3341.9,1,1170536691,,0.907407,0.286657
122,openml.org/t/9952,phoneme,autoPyTorch,3600s8c32G,9,0.92037,acc,singularity,reproduce,,stable,2021-03-09T05:49:37,3582.8,1,3501992726,,0.92037,0.364132
123,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,0,0.982684,acc,singularity,reproduce,,stable,2021-03-09T05:47:32,3371.3,1,4139542501,,0.982684,0.327135
124,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,1,0.9696969999999999,acc,singularity,reproduce,,stable,2021-03-09T06:01:37,4206.2,1,1273696960,,0.9696969999999999,1.03741
125,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,2,0.9870129999999999,acc,singularity,reproduce,,stable,2021-03-09T05:45:56,3170.8,1,4162273966,,0.9870129999999999,0.36895900000000004
126,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,3,0.978355,acc,singularity,reproduce,,stable,2021-03-09T05:58:44,3887.7,1,4187220571,,0.978355,0.209325
127,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,4,0.982684,acc,singularity,reproduce,,stable,2021-03-09T05:46:02,3115.0,1,2132856424,,0.982684,0.35098
128,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,5,0.9696969999999999,acc,singularity,reproduce,,stable,2021-03-09T05:47:16,3166.7,1,465569497,,0.9696969999999999,0.399221
129,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,6,0.982684,acc,singularity,reproduce,,stable,2021-03-09T05:47:47,3141.6,1,198834861,,0.982684,0.23396199999999998
13,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,3,0.8,acc,singularity,reproduce,,stable,2021-03-09T04:08:49,3175.9,1,1512470833,,0.8,0.609657
13,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,3,0.950565,acc,singularity,reproduce,,stable,2021-03-09T00:44:31,4786.2,1.0,3031785400,,0.950565,0.42127600000000004
130,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,7,0.9567100000000001,acc,singularity,reproduce,,stable,2021-03-09T05:55:52,3579.8,1,2762475179,,0.9567100000000001,0.324471
131,openml.org/t/146822,segment,autoPyTorch,3600s8c32G,8,0.9870129999999999,acc,singularity,reproduce,,stable,2021-03-09T06:11:26,4504.1,1,494974504,,0.9870129999999999,0.26248499999999997
132,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,0,0.931774,acc,singularity,reproduce,,stable,2021-03-09T05:55:12,3445.6,1,2828936044,,0.931774,0.273597
133,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,1,0.9590639999999999,acc,singularity,reproduce,,stable,2021-03-09T06:05:56,4073.1,1,3815296249,,0.9590639999999999,0.281565
134,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,2,0.94347,acc,singularity,reproduce,,stable,2021-03-09T05:55:07,3411.1,1,2791159297,,0.94347,0.28008099999999997
135,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,3,0.945419,acc,singularity,reproduce,,stable,2021-03-09T06:09:43,4258.5,1,2055261458,,0.945419,0.300454
136,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,5,0.941406,acc,singularity,reproduce,,stable,2021-03-09T05:56:30,3421.8,1,3404966705,,0.941406,0.345956
137,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,6,0.945312,acc,singularity,reproduce,,stable,2021-03-09T06:00:19,3618.3,1,3988590438,,0.945312,0.324345
138,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,7,0.9394530000000001,acc,singularity,reproduce,,stable,2021-03-09T05:55:45,3314.2,1,661530066,,0.9394530000000001,0.291806
139,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,8,0.9589840000000001,acc,singularity,reproduce,,stable,2021-03-09T05:58:25,3419.2,1,1871756509,,0.9589840000000001,0.28386
14,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,4,0.813333,acc,singularity,reproduce,,stable,2021-03-09T04:09:35,3187.4,1,1174390448,,0.813333,0.573705
14,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,4,0.954837,acc,singularity,reproduce,,stable,2021-03-09T01:06:30,5140.9,1.0,870929053,,0.954837,0.44283199999999995
140,openml.org/t/168912,sylvine,autoPyTorch,3600s8c32G,9,0.945312,acc,singularity,reproduce,,stable,2021-03-09T06:08:40,4034.8,1,1105120520,,0.945312,0.315625
141,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,0,0.8,acc,singularity,reproduce,,stable,2021-03-09T05:55:36,3117.9,1,3877784223,,0.8,0.409768
142,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,1,0.776471,acc,singularity,reproduce,,stable,2021-03-09T05:56:39,3163.8,1,3569005992,,0.776471,0.476005
143,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,2,0.847059,acc,singularity,reproduce,,stable,2021-03-09T05:56:50,3163.3,1,1702127556,,0.847059,0.422055
144,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,3,0.847059,acc,singularity,reproduce,,stable,2021-03-09T05:57:42,3191.7,1,3163434240,,0.847059,0.560017
145,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,4,0.8235290000000001,acc,singularity,reproduce,,stable,2021-03-09T06:00:11,3121.3,1,1814721285,,0.8235290000000001,0.389261
146,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,6,0.809524,acc,singularity,reproduce,,stable,2021-03-09T06:05:55,3146.5,1,2096188824,,0.809524,0.577026
147,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,7,0.8214290000000001,acc,singularity,reproduce,,stable,2021-03-09T06:57:45,6241.5,1,1668373524,,0.8214290000000001,0.819413
148,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,8,0.857143,acc,singularity,reproduce,,stable,2021-03-09T06:06:27,3114.9,1,2679585135,,0.857143,0.422634
149,openml.org/t/53,vehicle,autoPyTorch,3600s8c32G,9,0.785714,acc,singularity,reproduce,,stable,2021-03-09T06:10:06,3269.6,1,687291244,,0.785714,0.524605
15,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,5,0.773333,acc,singularity,reproduce,,stable,2021-03-09T04:08:17,3080.1,1,2235055460,,0.773333,0.622308
15,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,5,0.9459870000000001,acc,singularity,reproduce,,stable,2021-03-09T00:43:21,3754.2,1.0,464398301,,0.9459870000000001,0.46976899999999994
16,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,6,0.773333,acc,singularity,reproduce,,stable,2021-03-09T04:09:55,3180.8,1,1260740469,,0.773333,0.62937
16,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,6,0.948428,acc,singularity,reproduce,,stable,2021-03-09T01:01:38,3960.2,1.0,638081916,,0.948428,0.43425
17,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,7,0.773333,acc,singularity,reproduce,,stable,2021-03-09T04:10:34,3215.8,1,2777660319,,0.773333,0.5014430000000001
17,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,8,0.9508700000000001,acc,singularity,reproduce,,stable,2021-03-09T01:53:11,6655.5,1.0,143734096,,0.9508700000000001,0.501849
18,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,8,0.783784,acc,singularity,reproduce,,stable,2021-03-09T04:08:34,3075.8,1,3780140793,,0.783784,0.5287029999999999
18,openml.org/t/34539,Amazon_employee_access,autoPyTorch,3600s8c32G,9,0.9517700000000001,acc,singularity,reproduce,,stable,2021-03-09T01:14:33,4283.5,1.0,2704149302,,0.9517700000000001,0.313963
19,openml.org/t/10101,blood-transfusion,autoPyTorch,3600s8c32G,9,0.756757,acc,singularity,reproduce,,stable,2021-03-09T04:12:13,3287.5,1,909141833,,0.756757,0.478245
19,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,0,0.9084479999999999,acc,singularity,reproduce,,stable,2021-03-09T01:39:04,4272.6,1.0,2920809120,,0.9084479999999999,0.485368
2,openml.org/t/146818,Australian,autoPyTorch,3600s8c32G,2,0.8260870000000001,acc,singularity,reproduce,,stable,2021-03-09T04:02:21,3078.7,1,4044669802,,0.8260870000000001,0.730399
2,openml.org/t/7592,adult,autoPyTorch,3600s8c32G,2,0.8734639999999999,acc,singularity,reproduce,,stable,2021-03-09T01:17:15,7092.4,1.0,4171768816,,0.8734639999999999,0.774654
20,openml.org/t/146821,car,autoPyTorch,3600s8c32G,0,1.0,acc,singularity,reproduce,,stable,2021-03-09T04:10:27,3182.3,1,1343760980,,1.0,0.30812399999999995
20,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,1,0.9068790000000001,acc,singularity,reproduce,,stable,2021-03-09T01:42:19,4447.7,1.0,2265434131,,0.9068790000000001,0.49808500000000006
21,openml.org/t/146821,car,autoPyTorch,3600s8c32G,1,1.0,acc,singularity,reproduce,,stable,2021-03-09T04:10:43,3198.3,1,4170551820,,1.0,0.302361
21,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,2,0.9119659999999999,acc,singularity,reproduce,,stable,2021-03-09T02:16:08,6166.4,1.0,1829821034,,0.9119659999999999,0.544137
22,openml.org/t/146821,car,autoPyTorch,3600s8c32G,2,0.9826590000000001,acc,singularity,reproduce,,stable,2021-03-09T04:11:17,3198.1,1,594628442,,0.9826590000000001,0.285704
22,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,3,0.913515,acc,singularity,reproduce,,stable,2021-03-09T01:59:36,5148.5,1.0,2347385166,,0.913515,0.52372
23,openml.org/t/146821,car,autoPyTorch,3600s8c32G,3,1.0,acc,singularity,reproduce,,stable,2021-03-09T04:17:35,3581.2,1,2943115391,,1.0,0.36839099999999997
23,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,4,0.9068790000000001,acc,singularity,reproduce,,stable,2021-03-09T01:48:20,4377.1,1.0,2434261176,,0.9068790000000001,0.42003500000000005
24,openml.org/t/146821,car,autoPyTorch,3600s8c32G,4,1.0,acc,singularity,reproduce,,stable,2021-03-09T04:15:04,3431.3,1,295732089,,1.0,0.37925
24,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,5,0.901792,acc,singularity,reproduce,,stable,2021-03-09T01:54:10,4658.2,1.0,3500000492,,0.901792,0.604466
25,openml.org/t/146821,car,autoPyTorch,3600s8c32G,5,0.976879,acc,singularity,reproduce,,stable,2021-03-09T04:14:50,3416.4,1,486922467,,0.976879,0.273304
25,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,6,0.9004639999999999,acc,singularity,reproduce,,stable,2021-03-09T02:00:23,4995.7,1.0,3348190637,,0.9004639999999999,0.49132700000000007
26,openml.org/t/146821,car,autoPyTorch,3600s8c32G,6,0.9942200000000001,acc,singularity,reproduce,,stable,2021-03-09T04:11:51,3229.7,1,701078070,,0.9942200000000001,0.47053199999999995
26,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,7,0.902676,acc,singularity,reproduce,,stable,2021-03-09T02:16:47,5920.5,1.0,781056660,,0.902676,1.0136100000000001
27,openml.org/t/146821,car,autoPyTorch,3600s8c32G,7,0.976879,acc,singularity,reproduce,,stable,2021-03-09T04:12:36,3273.9,1,3085538523,,0.976879,1.06558
27,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,8,0.914178,acc,singularity,reproduce,,stable,2021-03-09T02:22:49,6211.3,1.0,2922754764,,0.914178,0.514258
28,openml.org/t/146821,car,autoPyTorch,3600s8c32G,8,0.9883719999999999,acc,singularity,reproduce,,stable,2021-03-09T04:13:13,3256.6,1,3424820014,,0.9883719999999999,0.403093
28,openml.org/t/14965,bank-marketing,autoPyTorch,3600s8c32G,9,0.9121879999999999,acc,singularity,reproduce,,stable,2021-03-09T01:58:44,4715.8,1.0,3621468328,,0.9121879999999999,0.545711
29,openml.org/t/146195,connect-4,autoPyTorch,3600s8c32G,0,0.865009,acc,singularity,reproduce,,stable,2021-03-09T02:16:19,5773.8,1.0,635487534,,0.865009,0.47293900000000005
29,openml.org/t/146821,car,autoPyTorch,3600s8c32G,9,1.0,acc,singularity,reproduce,,stable,2021-03-09T04:13:43,3224.2,1,12247829,,1.0,0.38508400000000004
3,openml.org/t/146818,Australian,autoPyTorch,3600s8c32G,3,0.8405799999999999,acc,singularity,reproduce,,stable,2021-03-09T04:05:53,3262.8,1,1474169955,,0.8405799999999999,0.724116
3,openml.org/t/7592,adult,autoPyTorch,3600s8c32G,3,0.866503,acc,singularity,reproduce,,stable,2021-03-09T00:33:07,4418.3,1.0,703758184,,0.866503,0.5822189999999999
30,openml.org/t/146195,connect-4,autoPyTorch,3600s8c32G,3,0.8624930000000001,acc,singularity,reproduce,,stable,2021-03-09T02:36:10,6875.2,1.0,1887221305,,0.8624930000000001,0.514318
30,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,0,0.741697,acc,singularity,reproduce,,stable,2021-03-09T04:20:54,3647.2,1,136972399,,0.741697,0.203665
31,openml.org/t/146195,connect-4,autoPyTorch,3600s8c32G,4,0.861456,acc,singularity,reproduce,,stable,2021-03-09T02:34:30,6773.2,1.0,11274438,,0.861456,0.48718
31,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,1,0.754613,acc,singularity,reproduce,,stable,2021-03-09T04:33:10,4386.5,1,1340030574,,0.754613,0.204263
32,openml.org/t/146195,connect-4,autoPyTorch,3600s8c32G,5,0.8515389999999999,acc,singularity,reproduce,,stable,2021-03-09T02:17:28,5721.0,1.0,1930294422,,0.8515389999999999,0.511462
32,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,2,0.736162,acc,singularity,reproduce,,stable,2021-03-09T04:24:46,3881.7,1,231876860,,0.736162,0.199935
33,openml.org/t/146195,connect-4,autoPyTorch,3600s8c32G,8,0.860992,acc,singularity,reproduce,,stable,2021-03-09T02:27:32,6237.9,1.0,3230237287,,0.860992,0.483469
33,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,3,0.745387,acc,singularity,reproduce,,stable,2021-03-09T04:24:08,3846.0,1,3389155161,,0.745387,0.195606
34,openml.org/t/146825,Fashion-MNIST,autoPyTorch,3600s8c32G,7,,acc,singularity,reproduce,,stable,2021-03-09T02:48:59,7203.5,,3664474919,TimeoutError: Interrupting thread current after 7200s timeout.,,
34,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,4,0.730627,acc,singularity,reproduce,,stable,2021-03-09T04:26:02,3953.3,1,3997083601,,0.730627,0.200471
35,openml.org/t/146606,higgs,autoPyTorch,3600s8c32G,2,0.7353390000000001,acc,singularity,reproduce,,stable,2021-03-09T03:09:11,6862.9,1.0,4097292968,,0.7353390000000001,1.05974
35,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,5,0.750923,acc,singularity,reproduce,,stable,2021-03-09T04:25:08,3835.1,1,3819966222,,0.750923,0.192153
36,openml.org/t/146606,higgs,autoPyTorch,3600s8c32G,8,0.726568,acc,singularity,reproduce,,stable,2021-03-09T03:12:00,6899.4,1.0,3148264129,,0.726568,1.13792
36,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,6,0.763838,acc,singularity,reproduce,,stable,2021-03-09T04:44:32,4841.4,1,3329445903,,0.763838,0.206864
37,openml.org/t/168330,Jannis,autoPyTorch,3600s8c32G,9,0.714917,acc,singularity,reproduce,,stable,2021-03-09T03:17:07,7181.2,1.0,3982931495,,0.714917,0.622922
37,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,8,0.7282810000000001,acc,singularity,reproduce,,stable,2021-03-09T04:27:47,3676.7,1,639980757,,0.7282810000000001,0.202499
38,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,0,0.8761709999999999,acc,singularity,reproduce,,stable,2021-03-09T02:50:01,5551.7,1.0,1773662505,,0.8761709999999999,0.416418
38,openml.org/t/168908,christine,autoPyTorch,3600s8c32G,9,0.746765,acc,singularity,reproduce,,stable,2021-03-09T04:53:46,4673.5,1,1776348944,,0.746765,0.171597
39,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,3,0.882642,acc,singularity,reproduce,,stable,2021-03-09T02:44:18,5178.6,1.0,320815366,,0.882642,0.31249899999999997
39,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,0,0.990741,acc,singularity,reproduce,,stable,2021-03-09T04:32:45,3193.3,1,3415097212,,0.990741,0.25404499999999997
4,openml.org/t/146818,Australian,autoPyTorch,3600s8c32G,4,0.8695649999999999,acc,singularity,reproduce,,stable,2021-03-09T04:02:40,3072.4,1,4134171471,,0.8695649999999999,0.583758
4,openml.org/t/7592,adult,autoPyTorch,3600s8c32G,4,0.8738739999999999,acc,singularity,reproduce,,stable,2021-03-09T00:44:52,5119.7,1.0,3084531032,,0.8738739999999999,0.602446
40,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,4,0.88755,acc,singularity,reproduce,,stable,2021-03-09T02:51:34,5594.3,1.0,2136965330,,0.88755,0.371502
40,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,1,0.9537040000000001,acc,singularity,reproduce,,stable,2021-03-09T04:40:10,3627.8,1,191078831,,0.9537040000000001,0.23220700000000002
41,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,5,0.8821950000000001,acc,singularity,reproduce,,stable,2021-03-09T02:43:50,5123.5,1.0,1595440647,,0.8821950000000001,0.401125
41,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,3,0.9629629999999999,acc,singularity,reproduce,,stable,2021-03-09T04:49:30,3677.2,1,2411639502,,0.9629629999999999,0.273465
42,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,6,0.8739399999999999,acc,singularity,reproduce,,stable,2021-03-09T02:51:37,5584.1,1.0,581209166,,0.8739399999999999,0.40845
42,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,4,0.9722219999999999,acc,singularity,reproduce,,stable,2021-03-09T04:44:23,3340.3,1,1702196408,,0.9722219999999999,0.27387100000000003
43,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,7,0.8813030000000001,acc,singularity,reproduce,,stable,2021-03-09T02:47:13,5327.5,1.0,3356004333,,0.8813030000000001,0.389403
43,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,6,0.9537040000000001,acc,singularity,reproduce,,stable,2021-03-09T04:50:57,3437.4,1,3035812390,,0.9537040000000001,0.361062
44,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,8,0.8824190000000001,acc,singularity,reproduce,,stable,2021-03-09T02:46:57,5279.9,1.0,3159571268,,0.8824190000000001,0.33664299999999997
44,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,7,0.935185,acc,singularity,reproduce,,stable,2021-03-09T05:04:16,3860.5,1,205692173,,0.935185,0.263652
45,openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,autoPyTorch,3600s8c32G,9,0.876144,acc,singularity,reproduce,,stable,2021-03-09T02:43:42,5081.5,1.0,2789492546,,0.876144,0.388777
45,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,8,0.9814809999999999,acc,singularity,reproduce,,stable,2021-03-09T04:58:28,3371.4,1,662694771,,0.9814809999999999,0.308121
46,openml.org/t/3945,KDDCup09_appetency,autoPyTorch,3600s8c32G,0,,acc,singularity,reproduce,,stable,2021-03-09T01:19:01,6.2,,4103527223,"ValueError: Found unknown categories ['MF5cqBA', 'Gvgmg2o'] in column 0 during transform",,
46,openml.org/t/9981,cnae-9,autoPyTorch,3600s8c32G,9,0.9537040000000001,acc,singularity,reproduce,,stable,2021-03-09T04:58:53,3384.4,1,1980444083,,0.9537040000000001,0.285277
47,openml.org/t/31,credit-g,autoPyTorch,3600s8c32G,0,0.78,acc,singularity,reproduce,,stable,2021-03-09T05:00:16,3454.3,1,2016051792,,0.78,0.48831
47,openml.org/t/3945,KDDCup09_appetency,autoPyTorch,3600s8c32G,1,,acc,singularity,reproduce,,stable,2021-03-09T01:19:01,6.3,,3326118053,"ValueError: Found unknown categories ['Gvgmg2o', 'MF5cqBA'] in column 0 during transform",,
48,openml.org/t/31,credit-g,autoPyTorch,3600s8c32G,1,0.74,acc,singularity,reproduce,,stable,2021-03-09T04:54:10,3076.1,1,2571673544,,0.74,0.608217
48,openml.org/t/3945,KDDCup09_appetency,autoPyTorch,3600s8c32G,2,,acc,singularity,reproduce,,stable,2021-03-09T01:19:01,6.3,,1777579808,"ValueError: Found unknown categories ['Gvgmg2o', 'MF5cqBA'] in column 0 during transform",,
49,openml.org/t/31,credit-g,autoPyTorch,3600s8c32G,2,0.74,acc,singularity,reproduce,,stable,2021-03-09T04:53:50,3042.4,1,568129111,,0.74,0.525321
49,openml.org/t/3945,KDDCup09_appetency,autoPyTorch,3600s8c32G,3,,acc,singularity,reproduce,,stable,2021-03-09T01:19:14,5.5,,2918054506,"ValueError: Found unknown categories ['Gvgmg2o', 'MF5cqBA'] in column 0 during transform",,
5,openml.org/t/146818,Australian,autoPyTorch,3600s8c32G,5,0.8695649999999999,acc,singularity,reproduce,,stable,2021-03-09T04:02:57,3089.1,1,4220727650,,0.8695649999999999,0.636405
