,framework,task,fold,submitted_ta_runs,finished_ta_runs,n_configs,wallclock_time_used,ta_time_used,inc_changed,_n_configs_per_intensify,_n_calls_of_intensify,_ema_n_configs_per_intensifiy,_EMA_ALPHA
19,autosklearnHyperBandFolds_eta2_cv5_repeats3,vehicle,4,135,135,20,3567.4848849773407,3392.617334127426,4,22,3,9.0,0.2
20,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,0,64,64,15,3562.109196662903,3331.174339532852,3,17,2,10.0,0.2
21,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,1,49,49,13,3563.57590675354,3352.7758116722107,3,17,2,10.0,0.2
22,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,2,64,64,15,3559.544869661331,3325.7503917217255,3,17,2,10.0,0.2
23,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,3,63,63,15,3557.4813385009766,3306.32848072052,3,17,2,10.0,0.2
24,autosklearnHyperBandFolds_eta2_cv5_repeats3,MiniBooNE,4,64,64,15,3561.7974400520325,3334.741914987564,3,17,2,10.0,0.2
25,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,0,50,50,13,3564.689619541168,3423.1660895347595,3,17,2,10.0,0.2
26,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,1,51,51,13,3566.605073451996,3428.604343891144,3,17,2,10.0,0.2
27,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,2,51,51,13,3564.147108078003,3425.215466737747,3,17,2,10.0,0.2
28,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,3,50,50,13,3564.433795928955,3423.5908436775208,3,17,2,10.0,0.2
29,autosklearnHyperBandFolds_eta2_cv5_repeats3,connect-4,4,48,48,13,3561.5523772239685,3467.154622077942,2,17,2,10.0,0.2
30,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,0,254,254,38,3567.7115037441254,3206.1097540855408,4,48,7,7.464000000000002,0.2
31,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,1,176,176,32,3564.626694917679,3314.7378845214844,3,37,5,8.600000000000001,0.2
32,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,2,230,230,37,3562.9599509239197,3228.5660634040833,3,48,7,7.464000000000002,0.2
33,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,3,229,229,37,3567.3049602508545,3230.923301935196,3,48,7,7.464000000000002,0.2
34,autosklearnHyperBandFolds_eta2_cv5_repeats3,segment,4,180,180,32,3568.1154737472534,3326.2648496627808,3,37,5,8.600000000000001,0.2
35,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,0,658,658,97,3568.5535032749176,2613.2187156677246,4,126,19,6.471603245973506,0.2
36,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,1,563,563,80,3567.908087015152,2734.168776512146,6,100,15,6.577156362240002,0.2
37,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,2,789,789,116,3566.0703489780426,2283.652064561844,4,147,22,6.785460861938436,0.2
38,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,3,768,768,114,3565.1053268909454,2352.1590592861176,3,147,22,6.785460861938436,0.2
39,autosklearnHyperBandFolds_eta2_cv5_repeats3,Australian,4,472,472,72,3561.6024210453033,2865.790061235428,4,89,13,7.2143068160000015,0.2
40,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,0,66,66,15,3564.1316113471985,3400.382955789566,3,17,2,10.0,0.2
41,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,1,64,64,15,3567.7761080265045,3420.504834651947,2,17,2,10.0,0.2
42,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,2,64,64,15,3567.4591410160065,3419.541745662689,2,17,2,10.0,0.2
43,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,3,67,67,15,3565.808085203171,3405.420199394226,3,17,2,10.0,0.2
44,autosklearnHyperBandFolds_eta2_cv5_repeats3,adult,4,67,67,15,3567.56369805336,3413.876659154892,3,17,2,10.0,0.2
45,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,0,21,21,8,3539.5595424175262,3416.8938710689545,2,0,0,0.0,0.2
46,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,1,19,19,8,3531.7746438980103,3419.167566537857,2,0,0,0.0,0.2
47,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,2,20,20,8,3538.2879798412323,3413.319164276123,2,0,0,0.0,0.2
48,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,3,20,20,8,3538.6425547599792,3425.86367893219,2,0,0,0.0,0.2
49,autosklearnHyperBandFolds_eta2_cv5_repeats3,Albert,4,20,20,8,3540.1996812820435,3425.2720420360565,2,0,0,0.0,0.2
