,hue,performance,model,dataset_name,level
118,train_performance_singlemodelFalse,0.8168555501515745,LinearDiscriminantAnalysis,53,4
119,test_performance_singlemodelFalse,0.7860366832521796,LinearDiscriminantAnalysis,53,4
120,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,53,5
121,test_performance_singlemodelFalse,0.8136333803404021,HistGradientBoostingClassifier,53,5
122,train_performance_singlemodelFalse,0.9985549132947977,RandomForestClassifier,53,5
123,test_performance_singlemodelFalse,0.7732161704316668,RandomForestClassifier,53,5
124,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,53,5
125,test_performance_singlemodelFalse,0.7545375125278273,DecisionTreeClassifier,53,5
126,train_performance_singlemodelFalse,0.8136909931895492,LinearDiscriminantAnalysis,53,5
127,test_performance_singlemodelFalse,0.7817993951165864,LinearDiscriminantAnalysis,53,5
128,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,53,6
129,test_performance_singlemodelFalse,0.762459977472084,HistGradientBoostingClassifier,53,6
130,train_performance_singlemodelFalse,0.9985549132947977,RandomForestClassifier,53,6
131,test_performance_singlemodelFalse,0.7796264268419232,RandomForestClassifier,53,6
132,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,53,6
133,test_performance_singlemodelFalse,0.7895178671207728,DecisionTreeClassifier,53,6
134,train_performance_singlemodelFalse,0.8246814592279194,LinearDiscriminantAnalysis,53,6
135,test_performance_singlemodelFalse,0.7626772742995503,LinearDiscriminantAnalysis,53,6
136,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,53,7
137,test_performance_singlemodelFalse,0.7838637149775164,HistGradientBoostingClassifier,53,7
138,train_performance_singlemodelFalse,0.9985549132947977,RandomForestClassifier,53,7
139,test_performance_singlemodelFalse,0.7582226893364908,RandomForestClassifier,53,7
140,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,53,7
141,test_performance_singlemodelFalse,0.7552936167948274,DecisionTreeClassifier,53,7
142,train_performance_singlemodelFalse,0.8137427016366411,LinearDiscriminantAnalysis,53,7
143,test_performance_singlemodelFalse,0.7817993951165864,LinearDiscriminantAnalysis,53,7
144,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,53,8
145,test_performance_singlemodelFalse,0.7773448101535269,HistGradientBoostingClassifier,53,8
146,train_performance_singlemodelFalse,0.9985549132947977,RandomForestClassifier,53,8
147,test_performance_singlemodelFalse,0.7497481130653043,RandomForestClassifier,53,8
148,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,53,8
149,test_performance_singlemodelFalse,0.7777882730667234,DecisionTreeClassifier,53,8
150,train_performance_singlemodelFalse,0.8121087147085365,LinearDiscriminantAnalysis,53,8
151,test_performance_singlemodelFalse,0.7882096515268427,LinearDiscriminantAnalysis,53,8
152,train_performance_singlemodelFalse,1.0,HistGradientBoostingClassifier,53,9
153,test_performance_singlemodelFalse,0.7816907467028532,HistGradientBoostingClassifier,53,9
154,train_performance_singlemodelFalse,0.9983333333333333,RandomForestClassifier,53,9
155,test_performance_singlemodelFalse,0.7881010031131096,RandomForestClassifier,53,9
156,train_performance_singlemodelFalse,1.0,DecisionTreeClassifier,53,9
157,test_performance_singlemodelFalse,0.8022297315275524,DecisionTreeClassifier,53,9
158,train_performance_singlemodelFalse,0.8104409528988055,LinearDiscriminantAnalysis,53,9
159,test_performance_singlemodelFalse,0.7966842277980292,LinearDiscriminantAnalysis,53,9
